#N	J	h	<m>	<m>_err	<e>	<e>_err
4	1.225000	0.400000	1.000000	0.000000	-2.850000	0.000001
4	1.225000	0.300000	0.999938	0.002794	-2.749675	0.014531
4	1.225000	0.200000	0.999812	0.004838	-2.649044	0.024672
4	1.225000	0.100000	1.000000	0.000000	-2.550000	0.000001
4	1.225000	0.000000	0.999812	0.004838	-2.449081	0.023704
4	1.225000	-0.100000	0.999812	0.004838	-2.349100	0.023220
4	1.225000	-0.200000	0.999687	0.006242	-2.248531	0.029338
4	1.225000	-0.300000	0.999563	0.007382	-2.147988	0.033958
4	1.225000	-0.400000	0.999625	0.007897	-2.048466	0.031075
4	1.225000	-0.500000	0.999625	0.006836	-1.948350	0.030080
4	1.225000	-0.600000	0.999687	0.006242	-1.848656	0.026841
4	1.225000	-0.700000	0.999375	0.009662	-1.747528	0.037054
4	1.225000	-0.800000	0.999625	0.006836	-1.648463	0.028029
4	1.225000	-0.900000	0.999062	0.012147	-1.546556	0.042947
4	1.225000	-1.000000	-0.644625	0.762124	-3.088500	0.774262
4	1.250000	1.000000	0.871500	0.488320	-3.367437	0.503109
4	1.250000	0.900000	1.000000	0.000000	-3.400000	0.000001
4	1.250000	0.800000	1.000000	0.000000	-3.300000	0.000001
4	1.250000	0.700000	1.000000	0.000000	-3.200000	0.000001
4	1.250000	0.600000	1.000000	0.000000	-3.100000	0.000000
4	1.250000	0.500000	1.000000	0.000000	-3.000000	0.000000
4	1.250000	0.400000	0.999938	0.002794	-2.899662	0.015090
4	1.250000	0.300000	0.999938	0.002794	-2.799669	0.014810
4	1.250000	0.200000	1.000000	0.000000	-2.700000	0.000001
4	1.250000	0.100000	0.999938	0.002794	-2.599681	0.014251
4	1.250000	0.000000	0.999938	0.002794	-2.499687	0.013972
4	1.250000	-0.100000	0.999875	0.003951	-2.399388	0.019359
4	1.250000	-0.200000	0.999812	0.004838	-2.299100	0.023220
4	1.250000	-0.300000	0.999938	0.002794	-2.199706	0.013134
4	1.250000	-0.400000	0.999812	0.004838	-2.099137	0.022253
4	1.250000	-0.500000	0.999875	0.003951	-1.999437	0.017779
4	1.250000	-0.600000	0.999750	0.005585	-1.898900	0.024572
4	1.250000	-0.700000	0.999437	0.009253	-1.797738	0.036010
4	1.250000	-0.800000	0.999500	0.007890	-1.697900	0.033137
4	1.250000	-0.900000	0.999375	0.009662	-1.597594	0.036037
4	1.250000	-1.000000	0.999125	0.011146	-1.496656	0.041535
4	1.275000	1.000000	1.000000	0.000000	-3.550000	0.000001
4	1.275000	0.900000	1.000000	0.000000	-3.450000	0.000001
4	1.275000	0.800000	0.999938	0.002794	-3.349631	0.016487
4	1.275000	0.700000	1.000000	0.000000	-3.250000	0.000000
4	1.275000	0.600000	1.000000	0.000000	-3.150000	0.000001
4	1.275000	0.500000	1.000000	0.000000	-3.050000	0.000001
4	1.275000	0.400000	1.000000	0.000000	-2.950000	0.000001
4	1.275000	0.300000	0.999875	0.003951	-2.849325	0.021335
4	1.275000	0.200000	0.999938	0.002794	-2.749669	0.014810
4	1.275000	0.100000	0.999938	0.002794	-2.649675	0.014531
4	1.275000	0.000000	0.999938	0.002794	-2.549681	0.014251
4	1.275000	-0.100000	0.999875	0.003951	-2.449375	0.019754
4	1.275000	-0.200000	1.000000	0.000000	-2.350000	0.000000
4	1.275000	-0.300000	0.999812	0.004838	-2.249100	0.023220
4	1.275000	-0.400000	0.999875	0.003951	-2.149413	0.018569
4	1.275000	-0.500000	0.999875	0.003951	-2.049425	0.018174
4	1.275000	-0.600000	0.999812	0.004838	-1.949156	0.021769
4	1.275000	-0.700000	0.999250	0.010431	-1.846859	0.042518
4	1.275000	-0.800000	0.999375	0.008817	-1.747313	0.037912
4	1.275000	-0.900000	0.999687	0.006242	-1.648688	0.026217
4	1.275000	-1.000000	0.998875	0.013062	-1.545706	0.048155
4	1.300000	1.000000	1.000000	0.000000	-3.600000	0.000001
4	1.300000	0.900000	1.000000	0.000000	-3.500000	0.000000
4	1.300000	0.800000	1.000000	0.000000	-3.400000	0.000001
4	1.300000	0.700000	0.999938	0.002794	-3.299631	0.016487
4	1.300000	0.600000	1.000000	0.000000	-3.200000	0.000001
4	1.300000	0.500000	0.999938	0.002794	-3.099644	0.015928
4	1.300000	0.400000	1.000000	0.000000	-3.000000	0.000000
4	1.300000	0.300000	1.000000	0.000000	-2.900000	0.000000
4	1.300000	0.200000	1.000000	0.000000	-2.800000	0.000001
4	1.300000	0.100000	0.999938	0.002794	-2.699669	0.014810
4	1.300000	0.000000	0.999875	0.003951	-2.599350	0.020545
4	1.300000	-0.100000	0.999938	0.002794	-2.499681	0.014251
4	1.300000	-0.200000	0.999875	0.003951	-2.399375	0.019754
4	1.300000	-0.300000	1.000000	0.000000	-2.300000	0.000000
4	1.300000	-0.400000	0.999938	0.002794	-2.199700	0.013413
4	1.300000	-0.500000	0.999812	0.004838	-2.099119	0.022737
4	1.300000	-0.600000	0.999875	0.005589	-1.999587	0.018443
4	1.300000	-0.700000	0.999812	0.004838	-1.899156	0.021769
4	1.300000	-0.800000	0.999625	0.007897	-1.798513	0.030052
4	1.300000	-0.900000	0.999563	0.007382	-1.698119	0.031743
4	1.300000	-1.000000	0.999250	0.010431	-1.597012	0.040398
4	1.325000	1.000000	0.999938	0.002794	-3.649606	0.017605
4	1.325000	0.900000	1.000000	0.000000	-3.550000	0.000001
4	1.325000	0.800000	1.000000	0.000000	-3.450000	0.000001
4	1.325000	0.700000	1.000000	0.000000	-3.350000	0.000001
4	1.325000	0.600000	0.999938	0.002794	-3.249631	0.016487
4	1.325000	0.500000	1.000000	0.000000	-3.150000	0.000001
4	1.325000	0.400000	1.000000	0.000000	-3.050000	0.000001
4	1.325000	0.300000	1.000000	0.000000	-2.950000	0.000001
4	1.325000	0.200000	1.000000	0.000000	-2.850000	0.000001
4	1.325000	0.100000	1.000000	0.000000	-2.750000	0.000000
4	1.325000	0.000000	0.999938	0.002794	-2.649669	0.014810
4	1.325000	-0.100000	1.000000	0.000000	-2.550000	0.000001
4	1.325000	-0.200000	0.999812	0.004838	-2.449044	0.024672
4	1.325000	-0.300000	0.999812	0.004838	-2.349062	0.024188
4	1.325000	-0.400000	0.999938	0.002794	-2.249694	0.013692
4	1.325000	-0.500000	0.999625	0.007897	-2.148366	0.033086
4	1.325000	-0.600000	0.999938	0.002794	-2.049706	0.013134
4	1.325000	-0.700000	0.999812	0.004838	-1.949137	0.022253
4	1.325000	-0.800000	0.999875	0.003951	-1.849437	0.017779
4	1.325000	-0.900000	0.999812	0.004838	-1.749175	0.021285
4	1.325000	-1.000000	0.999812	0.004838	-1.649194	0.020802
4	1.350000	1.000000	1.000000	0.000000	-3.700000	0.000001
4	1.350000	0.900000	1.000000	0.000000	-3.600000	0.000001
4	1.350000	0.800000	0.999938	0.002794	-3.499612	0.017325
4	1.350000	0.700000	0.999938	0.002794	-3.399619	0.017046
4	1.350000	0.600000	1.000000	0.000000	-3.300000	0.000001
4	1.350000	0.500000	1.000000	0.000000	-3.200000	0.000001
4	1.350000	0.400000	0.999875	0.003951	-3.099275	0.022915
4	1.350000	0.300000	0.999938	0.002794	-2.999644	0.015928
4	1.350000	0.200000	1.000000	0.000000	-2.900000	0.000000
4	1.350000	0.100000	0.999875	0.003951	-2.799313	0.021730
4	1.350000	0.000000	1.000000	0.000000	-2.700000	0.000001
4	1.350000	-0.100000	0.999938	0.002794	-2.599669	0.014810
4	1.350000	-0.200000	1.000000	0.000000	-2.500000	0.000000
4	1.350000	-0.300000	0.999875	0.003951	-2.399363	0.020149
4	1.350000	-0.400000	0.999938	0.002794	-2.299688	0.013972
4	1.350000	-0.500000	0.999938	0.002794	-2.199694	0.013692
4	1.350000	-0.600000	0.999875	0.003951	-2.099400	0.018964
4	1.350000	-0.700000	0.999750	0.005585	-1.998825	0.026248
4	1.350000	-0.800000	0.999812	0.004838	-1.899138	0.022253
4	1.350000	-0.900000	0.999875	0.003951	-1.799438	0.017779
4	1.350000	-1.000000	0.999812	0.004838	-1.699175	0.021285
4	1.375000	1.000000	1.000000	0.000000	-3.750000	0.000000
4	1.375000	0.900000	1.000000	0.000000	-3.650000	0.000001
4	1.375000	0.800000	1.000000	0.000000	-3.550000	0.000001
4	1.375000	0.700000	1.000000	0.000000	-3.450000	0.000001
4	1.375000	0.600000	0.999938	0.002794	-3.349619	0.017046
4	1.375000	0.500000	1.000000	0.000000	-3.250000	0.000000
4	1.375000	0.400000	0.999938	0.002794	-3.149631	0.016487
4	1.375000	0.300000	1.000000	0.000000	-3.050000	0.000001
4	1.375000	0.200000	0.999938	0.002794	-2.949644	0.015928
4	1.375000	0.100000	1.000000	0.000000	-2.850000	0.000001
4	1.375000	0.000000	1.000000	0.000000	-2.750000	0.000000
4	1.375000	-0.100000	1.000000	0.000000	-2.650000	0.000000
4	1.375000	-0.200000	0.999938	0.002794	-2.549669	0.014810
4	1.375000	-0.300000	0.999938	0.002794	-2.449675	0.014531
4	1.375000	-0.400000	0.999938	0.002794	-2.349681	0.014251
4	1.375000	-0.500000	0.999938	0.002794	-2.249687	0.013972
4	1.375000	-0.600000	0.999750	0.005585	-2.148775	0.027364
4	1.375000	-0.700000	0.999875	0.003951	-2.049400	0.018964
4	1.375000	-0.800000	0.999812	0.004838	-1.949119	0.022737
4	1.375000	-0.900000	0.999812	0.004838	-1.849137	0.022253
4	1.375000	-1.000000	0.999625	0.006836	-1.748312	0.030763
4	1.400000	1.000000	1.000000	0.000000	-3.800000	0.000001
4	1.400000	0.900000	1.000000	0.000000	-3.700000	0.000001
4	1.400000	0.800000	1.000000	0.000000	-3.600000	0.000001
4	1.400000	0.700000	1.000000	0.000000	-3.500000	0.000000
4	1.400000	0.600000	1.000000	0.000000	-3.400000	0.000001
4	1.400000	0.500000	1.000000	0.000000	-3.300000	0.000001
4	1.400000	0.400000	1.000000	0.000000	-3.200000	0.000001
4	1.400000	0.300000	1.000000	0.000000	-3.100000	0.000000
4	1.400000	0.200000	1.000000	0.000000	-3.000000	0.000000
4	1.400000	0.100000	1.000000	0.000000	-2.900000	0.000000
4	1.400000	0.000000	1.000000	0.000000	-2.800000	0.000001
4	1.400000	-0.100000	1.000000	0.000000	-2.700000	0.000001
4	1.400000	-0.200000	0.999938	0.002794	-2.599663	0.015090
4	1.400000	-0.300000	1.000000	0.000000	-2.500000	0.000000
4	1.400000	-0.400000	0.999938	0.002794	-2.399675	0.014531
4	1.400000	-0.500000	1.000000	0.000000	-2.300000	0.000000
4	1.400000	-0.600000	0.999938	0.002794	-2.199687	0.013972
4	1.400000	-0.700000	0.999938	0.002794	-2.099694	0.013692
4	1.400000	-0.800000	0.999938	0.002794	-1.999700	0.013413
4	1.400000	-0.900000	0.999812	0.004838	-1.899119	0.022737
4	1.400000	-1.000000	0.999812	0.004838	-1.799138	0.022253
4	1.425000	1.000000	1.000000	0.000000	-3.850000	0.000001
4	1.425000	0.900000	1.000000	0.000000	-3.750000	0.000000
4	1.425000	0.800000	1.000000	0.000000	-3.650000	0.000001
4	1.425000	0.700000	1.000000	0.000000	-3.550000	0.000001
4	1.425000	0.600000	1.000000	0.000000	-3.450000	0.000001
4	1.425000	0.500000	1.000000	0.000000	-3.350000	0.000001
4	1.425000	0.400000	1.000000	0.000000	-3.250000	0.000000
4	1.425000	0.300000	1.000000	0.000000	-3.150000	0.000001
4	1.425000	0.200000	1.000000	0.000000	-3.050000	0.000001
4	1.425000	0.100000	1.000000	0.000000	-2.950000	0.000001
4	1.425000	0.000000	0.999938	0.002794	-2.849644	0.015928
4	1.425000	-0.100000	1.000000	0.000000	-2.750000	0.000000
4	1.425000	-0.200000	1.000000	0.000000	-2.650000	0.000000
4	1.425000	-0.300000	0.999875	0.003951	-2.549325	0.021335
4	1.425000	-0.400000	0.999938	0.002794	-2.449669	0.014810
4	1.425000	-0.500000	1.000000	0.000000	-2.350000	0.000000
4	1.425000	-0.600000	0.999938	0.002794	-2.249681	0.014251
4	1.425000	-0.700000	0.999812	0.004838	-2.149063	0.024188
4	1.425000	-0.800000	0.999938	0.002794	-2.049694	0.013692
4	1.425000	-0.900000	0.999875	0.003951	-1.949400	0.018964
4	1.425000	-1.000000	0.999750	0.005585	-1.848825	0.026248
4	1.450000	1.000000	1.000000	0.000000	-3.900000	0.000001
4	1.450000	0.900000	1.000000	0.000000	-3.800000	0.000001
4	1.450000	0.800000	1.000000	0.000000	-3.700000	0.000001
4	1.450000	0.700000	1.000000	0.000000	-3.600000	0.000001
4	1.450000	0.600000	1.000000	0.000000	-3.500000	0.000000
4	1.450000	0.500000	1.000000	0.000000	-3.400000	0.000001
4	1.450000	0.400000	1.000000	0.000000	-3.300000	0.000001
4	1.450000	0.300000	0.999938	0.002794	-3.199619	0.017046
4	1.450000	0.200000	1.000000	0.000000	-3.100000	0.000000
4	1.450000	0.100000	1.000000	0.000000	-3.000000	0.000000
4	1.450000	0.000000	0.999938	0.002794	-2.899637	0.016207
4	1.450000	-0.100000	1.000000	0.000000	-2.800000	0.000001
4	1.450000	-0.200000	0.999938	0.002794	-2.699650	0.015649
4	1.450000	-0.300000	1.000000	0.000000	-2.600000	0.000000
4	1.450000	-0.400000	0.999938	0.002794	-2.499662	0.015090
4	1.450000	-0.500000	0.999938	0.002794	-2.399669	0.014810
4	1.450000	-0.600000	1.000000	0.000000	-2.300000	0.000000
4	1.450000	-0.700000	0.999812	0.004838	-2.199044	0.024672
4	1.450000	-0.800000	0.999875	0.003951	-2.099375	0.019754
4	1.450000	-0.900000	0.999875	0.003951	-1.999387	0.019359
4	1.450000	-1.000000	0.999750	0.006842	-1.898981	0.026640
4	1.475000	1.000000	1.000000	0.000000	-3.950000	0.000001
4	1.475000	0.900000	1.000000	0.000000	-3.850000	0.000001
4	1.475000	0.800000	1.000000	0.000000	-3.750000	0.000000
4	1.475000	0.700000	1.000000	0.000000	-3.650000	0.000001
4	1.475000	0.600000	1.000000	0.000000	-3.550000	0.000001
4	1.475000	0.500000	1.000000	0.000000	-3.450000	0.000001
4	1.475000	0.400000	1.000000	0.000000	-3.350000	0.000001
4	1.475000	0.300000	1.000000	0.000000	-3.250000	0.000000
4	1.475000	0.200000	1.000000	0.000000	-3.150000	0.000001
4	1.475000	0.100000	1.000000	0.000000	-3.050000	0.000001
4	1.475000	0.000000	1.000000	0.000000	-2.950000	0.000001
4	1.475000	-0.100000	1.000000	0.000000	-2.850000	0.000001
4	1.475000	-0.200000	1.000000	0.000000	-2.750000	0.000000
4	1.475000	-0.300000	0.999875	0.003951	-2.649300	0.022125
4	1.475000	-0.400000	0.999938	0.002794	-2.549656	0.015369
4	1.475000	-0.500000	0.999938	0.002794	-2.449662	0.015090
4	1.475000	-0.600000	0.999938	0.002794	-2.349669	0.014810
4	1.475000	-0.700000	0.999812	0.004838	-2.249025	0.025156
4	1.475000	-0.800000	0.999812	0.006247	-2.149228	0.024764
4	1.475000	-0.900000	0.999875	0.003951	-2.049375	0.019754
4	1.475000	-1.000000	0.999750	0.005585	-1.948775	0.027364
4	1.500000	1.000000	1.000000	0.000000	-4.000000	0.000000
4	1.500000	0.900000	1.000000	0.000000	-3.900000	0.000001
4	1.500000	0.800000	1.000000	0.000000	-3.800000	0.000001
4	1.500000	0.700000	1.000000	0.000000	-3.700000	0.000001
4	1.500000	0.600000	1.000000	0.000000	-3.600000	0.000001
4	1.500000	0.500000	1.000000	0.000000	-3.500000	0.000000
4	1.500000	0.400000	1.000000	0.000000	-3.400000	0.000001
4	1.500000	0.300000	1.000000	0.000000	-3.300000	0.000001
4	1.500000	0.200000	1.000000	0.000000	-3.200000	0.000001
4	1.500000	0.100000	1.000000	0.000000	-3.100000	0.000000
4	1.500000	0.000000	0.999938	0.002794	-2.999625	0.016766
4	1.500000	-0.100000	1.000000	0.000000	-2.900000	0.000000
4	1.500000	-0.200000	0.999938	0.002794	-2.799638	0.016207
4	1.500000	-0.300000	1.000000	0.000000	-2.700000	0.000001
4	1.500000	-0.400000	0.999938	0.002794	-2.599650	0.015649
4	1.500000	-0.500000	1.000000	0.000000	-2.500000	0.000000
4	1.500000	-0.600000	0.999938	0.002794	-2.399663	0.015090
4	1.500000	-0.700000	0.999938	0.002794	-2.299669	0.014810
4	1.500000	-0.800000	0.999875	0.003951	-2.199350	0.020545
4	1.500000	-0.900000	0.999875	0.003951	-2.099362	0.020149
4	1.500000	-1.000000	0.999938	0.002794	-1.999687	0.013972
4	1.525000	1.000000	1.000000	0.000000	-4.050000	0.000001
4	1.525000	0.900000	1.000000	0.000000	-3.950000	0.000001
4	1.525000	0.800000	1.000000	0.000000	-3.850000	0.000001
4	1.525000	0.700000	1.000000	0.000000	-3.750000	0.000000
4	1.525000	0.600000	1.000000	0.000000	-3.650000	0.000001
4	1.525000	0.500000	1.000000	0.000000	-3.550000	0.000001
4	1.525000	0.400000	1.000000	0.000000	-3.450000	0.000001
4	1.525000	0.300000	1.000000	0.000000	-3.350000	0.000001
4	1.525000	0.200000	1.000000	0.000000	-3.250000	0.000000
4	1.525000	0.100000	1.000000	0.000000	-3.150000	0.000001
4	1.525000	0.000000	1.000000	0.000000	-3.050000	0.000001
4	1.525000	-0.100000	1.000000	0.000000	-2.950000	0.000001
4	1.525000	-0.200000	1.000000	0.000000	-2.850000	0.000001
4	1.525000	-0.300000	1.000000	0.000000	-2.750000	0.000000
4	1.525000	-0.400000	1.000000	0.000000	-2.650000	0.000000
4	1.525000	-0.500000	0.999938	0.002794	-2.549650	0.015649
4	1.525000	-0.600000	1.000000	0.000000	-2.450000	0.000001
4	1.525000	-0.700000	1.000000	0.000000	-2.350000	0.000000
4	1.525000	-0.800000	0.999938	0.002794	-2.249669	0.014810
4	1.525000	-0.900000	1.000000	0.000000	-2.150000	0.000000
4	1.525000	-1.000000	1.000000	0.000000	-2.050000	0.000000
4	1.550000	1.000000	1.000000	0.000000	-4.100000	0.000001
4	1.550000	0.900000	1.000000	0.000000	-4.000000	0.000000
4	1.550000	0.800000	1.000000	0.000000	-3.900000	0.000001
4	1.550000	0.700000	1.000000	0.000000	-3.800000	0.000001
4	1.550000	0.600000	1.000000	0.000000	-3.700000	0.000001
4	1.550000	0.500000	1.000000	0.000000	-3.600000	0.000001
4	1.550000	0.400000	1.000000	0.000000	-3.500000	0.000000
4	1.550000	0.300000	0.999938	0.002794	-3.399594	0.018164
4	1.550000	0.200000	1.000000	0.000000	-3.300000	0.000001
4	1.550000	0.100000	1.000000	0.000000	-3.200000	0.000001
4	1.550000	0.000000	1.000000	0.000000	-3.100000	0.000000
4	1.550000	-0.100000	1.000000	0.000000	-3.000000	0.000000
4	1.550000	-0.200000	1.000000	0.000000	-2.900000	0.000000
4	1.550000	-0.300000	1.000000	0.000000	-2.800000	0.000001
4	1.550000	-0.400000	0.999938	0.002794	-2.699637	0.016207
4	1.550000	-0.500000	1.000000	0.000000	-2.600000	0.000000
4	1.550000	-0.600000	1.000000	0.000000	-2.500000	0.000000
4	1.550000	-0.700000	0.999938	0.002794	-2.399656	0.015369
4	1.550000	-0.800000	1.000000	0.000000	-2.300000	0.000000
4	1.550000	-0.900000	1.000000	0.000000	-2.200000	0.000001
4	1.550000	-1.000000	0.999875	0.003951	-2.099350	0.020545
4	1.575000	1.000000	1.000000	0.000000	-4.150000	0.000001
4	1.575000	0.900000	1.000000	0.000000	-4.050000	0.000001
4	1.575000	0.800000	1.000000	0.000000	-3.950000	0.000001
4	1.575000	0.700000	1.000000	0.000000	-3.850000	0.000001
4	1.575000	0.600000	1.000000	0.000000	-3.750000	0.000000
4	1.575000	0.500000	1.000000	0.000000	-3.650000	0.000001
4	1.575000	0.400000	1.000000	0.000000	-3.550000	0.000001
4	1.575000	0.300000	1.000000	0.000000	-3.450000	0.000001
4	1.575000	0.200000	1.000000	0.000000	-3.350000	0.000001
4	1.575000	0.100000	0.999938	0.002794	-3.249600	0.017884
4	1.575000	0.000000	1.000000	0.000000	-3.150000	0.000001
4	1.575000	-0.100000	0.999938	0.002794	-3.049613	0.017325
4	1.575000	-0.200000	0.999938	0.002794	-2.949619	0.017046
4	1.575000	-0.300000	1.000000	0.000000	-2.850000	0.000001
4	1.575000	-0.400000	1.000000	0.000000	-2.750000	0.000000
4	1.575000	-0.500000	1.000000	0.000000	-2.650000	0.000000
4	1.575000	-0.600000	1.000000	0.000000	-2.550000	0.000001
4	1.575000	-0.700000	1.000000	0.000000	-2.450000	0.000001
4	1.575000	-0.800000	1.000000	0.000000	-2.350000	0.000000
4	1.575000	-0.900000	0.999938	0.002794	-2.249662	0.015090
4	1.575000	-1.000000	1.000000	0.000000	-2.150000	0.000000
4	1.600000	1.000000	1.000000	0.000000	-4.200000	0.000001
4	1.600000	0.900000	1.000000	0.000000	-4.100000	0.000001
4	1.600000	0.800000	1.000000	0.000000	-4.000000	0.000000
4	1.600000	0.700000	1.000000	0.000000	-3.900000	0.000001
4	1.600000	0.600000	1.000000	0.000000	-3.800000	0.000001
4	1.600000	0.500000	1.000000	0.000000	-3.700000	0.000001
4	1.600000	0.400000	1.000000	0.000000	-3.600000	0.000001
4	1.600000	0.300000	1.000000	0.000000	-3.500000	0.000000
4	1.600000	0.200000	1.000000	0.000000	-3.400000	0.000001
4	1.600000	0.100000	1.000000	0.000000	-3.300000	0.000001
4	1.600000	0.000000	1.000000	0.000000	-3.200000	0.000001
4	1.600000	-0.100000	1.000000	0.000000	-3.100000	0.000000
4	1.600000	-0.200000	1.000000	0.000000	-3.000000	0.000000
4	1.600000	-0.300000	1.000000	0.000000	-2.900000	0.000000
4	1.600000	-0.400000	0.999938	0.002794	-2.799625	0.016766
4	1.600000	-0.500000	1.000000	0.000000	-2.700000	0.000001
4	1.600000	-0.600000	0.999938	0.002794	-2.599638	0.016207
4	1.600000	-0.700000	1.000000	0.000000	-2.500000	0.000000
4	1.600000	-0.800000	1.000000	0.000000	-2.400000	0.000000
4	1.600000	-0.900000	1.000000	0.000000	-2.300000	0.000000
4	1.600000	-1.000000	0.999938	0.002794	-2.199662	0.015090
4	1.625000	1.000000	1.000000	0.000000	-4.250000	0.000000
4	1.625000	0.900000	1.000000	0.000000	-4.150000	0.000001
4	1.625000	0.800000	1.000000	0.000000	-4.050000	0.000001
4	1.625000	0.700000	1.000000	0.000000	-3.950000	0.000001
4	1.625000	0.600000	1.000000	0.000000	-3.850000	0.000001
4	1.625000	0.500000	1.000000	0.000000	-3.750000	0.000000
4	1.625000	0.400000	1.000000	0.000000	-3.650000	0.000001
4	1.625000	0.300000	1.000000	0.000000	-3.550000	0.000001
4	1.625000	0.200000	1.000000	0.000000	-3.450000	0.000001
4	1.625000	0.100000	1.000000	0.000000	-3.350000	0.000001
4	1.625000	0.000000	1.000000	0.000000	-3.250000	0.000000
4	1.625000	-0.100000	1.000000	0.000000	-3.150000	0.000001
4	1.625000	-0.200000	1.000000	0.000000	-3.050000	0.000001
4	1.625000	-0.300000	1.000000	0.000000	-2.950000	0.000001
4	1.625000	-0.400000	1.000000	0.000000	-2.850000	0.000001
4	1.625000	-0.500000	1.000000	0.000000	-2.750000	0.000000
4	1.625000	-0.600000	1.000000	0.000000	-2.650000	0.000000
4	1.625000	-0.700000	1.000000	0.000000	-2.550000	0.000001
4	1.625000	-0.800000	1.000000	0.000000	-2.450000	0.000001
4	1.625000	-0.900000	1.000000	0.000000	-2.350000	0.000000
4	1.625000	-1.000000	1.000000	0.000000	-2.250000	0.000000
4	1.650000	1.000000	1.000000	0.000000	-4.300000	0.000001
4	1.650000	0.900000	1.000000	0.000000	-4.200000	0.000001
4	1.650000	0.800000	1.000000	0.000000	-4.100000	0.000001
4	1.650000	0.700000	1.000000	0.000000	-4.000000	0.000000
4	1.650000	0.600000	1.000000	0.000000	-3.900000	0.000001
4	1.650000	0.500000	1.000000	0.000000	-3.800000	0.000001
4	1.650000	0.400000	1.000000	0.000000	-3.700000	0.000001
4	1.650000	0.300000	1.000000	0.000000	-3.600000	0.000001
4	1.650000	0.200000	1.000000	0.000000	-3.500000	0.000000
4	1.650000	0.100000	1.000000	0.000000	-3.400000	0.000001
4	1.650000	0.000000	1.000000	0.000000	-3.300000	0.000001
4	1.650000	-0.100000	1.000000	0.000000	-3.200000	0.000001
4	1.650000	-0.200000	1.000000	0.000000	-3.100000	0.000000
4	1.650000	-0.300000	1.000000	0.000000	-3.000000	0.000000
4	1.650000	-0.400000	1.000000	0.000000	-2.900000	0.000000
4	1.650000	-0.500000	0.999938	0.002794	-2.799619	0.017046
4	1.650000	-0.600000	1.000000	0.000000	-2.700000	0.000001
4	1.650000	-0.700000	1.000000	0.000000	-2.600000	0.000000
4	1.650000	-0.800000	1.000000	0.000000	-2.500000	0.000000
4	1.650000	-0.900000	1.000000	0.000000	-2.400000	0.000000
4	1.650000	-1.000000	0.999938	0.002794	-2.299650	0.015649
4	1.675000	1.000000	1.000000	0.000000	-4.350000	0.000001
4	1.675000	0.900000	1.000000	0.000000	-4.250000	0.000000
4	1.675000	0.800000	1.000000	0.000000	-4.150000	0.000001
4	1.675000	0.700000	1.000000	0.000000	-4.050000	0.000001
4	1.675000	0.600000	1.000000	0.000000	-3.950000	0.000001
4	1.675000	0.500000	1.000000	0.000000	-3.850000	0.000001
4	1.675000	0.400000	1.000000	0.000000	-3.750000	0.000000
4	1.675000	0.300000	1.000000	0.000000	-3.650000	0.000001
4	1.675000	0.200000	1.000000	0.000000	-3.550000	0.000001
4	1.675000	0.100000	1.000000	0.000000	-3.450000	0.000001
4	1.675000	0.000000	1.000000	0.000000	-3.350000	0.000001
4	1.675000	-0.100000	1.000000	0.000000	-3.250000	0.000000
4	1.675000	-0.200000	1.000000	0.000000	-3.150000	0.000001
4	1.675000	-0.300000	1.000000	0.000000	-3.050000	0.000001
4	1.675000	-0.400000	1.000000	0.000000	-2.950000	0.000001
4	1.675000	-0.500000	0.999938	0.002794	-2.849613	0.017325
4	1.675000	-0.600000	1.000000	0.000000	-2.750000	0.000000
4	1.675000	-0.700000	1.000000	0.000000	-2.650000	0.000000
4	1.675000	-0.800000	0.999938	0.002794	-2.549631	0.016487
4	1.675000	-0.900000	1.000000	0.000000	-2.450000	0.000001
4	1.675000	-1.000000	0.999875	0.003951	-2.349287	0.022520
4	1.700000	1.000000	1.000000	0.000000	-4.400000	0.000001
4	1.700000	0.900000	1.000000	0.000000	-4.300000	0.000001
4	1.700000	0.800000	1.000000	0.000000	-4.200000	0.000001
4	1.700000	0.700000	1.000000	0.000000	-4.100000	0.000001
4	1.700000	0.600000	1.000000	0.000000	-4.000000	0.000000
4	1.700000	0.500000	1.000000	0.000000	-3.900000	0.000001
4	1.700000	0.400000	1.000000	0.000000	-3.800000	0.000001
4	1.700000	0.300000	1.000000	0.000000	-3.700000	0.000001
4	1.700000	0.200000	1.000000	0.000000	-3.600000	0.000001
4	1.700000	0.100000	1.000000	0.000000	-3.500000	0.000000
4	1.700000	0.000000	1.000000	0.000000	-3.400000	0.000001
4	1.700000	-0.100000	1.000000	0.000000	-3.300000	0.000001
4	1.700000	-0.200000	1.000000	0.000000	-3.200000	0.000001
4	1.700000	-0.300000	1.000000	0.000000	-3.100000	0.000000
4	1.700000	-0.400000	1.000000	0.000000	-3.000000	0.000000
4	1.700000	-0.500000	0.999938	0.002794	-2.899606	0.017605
4	1.700000	-0.600000	1.000000	0.000000	-2.800000	0.000001
4	1.700000	-0.700000	1.000000	0.000000	-2.700000	0.000001
4	1.700000	-0.800000	1.000000	0.000000	-2.600000	0.000000
4	1.700000	-0.900000	1.000000	0.000000	-2.500000	0.000000
4	1.700000	-1.000000	1.000000	0.000000	-2.400000	0.000000
4	1.725000	1.000000	1.000000	0.000000	-4.450000	0.000001
4	1.725000	0.900000	1.000000	0.000000	-4.350000	0.000001
4	1.725000	0.800000	1.000000	0.000000	-4.250000	0.000000
