#N	J	h	<m>	<m>_err	<e>	<e>_err
20	1.225000	0.600000	0.999967	0.000402	-3.049821	0.002210
20	1.225000	0.500000	0.999967	0.000402	-2.949824	0.002170
20	1.225000	0.400000	0.999950	0.000522	-2.849741	0.002661
20	1.225000	0.300000	0.999927	0.000618	-2.749629	0.003127
20	1.225000	0.200000	0.999902	0.000691	-2.649503	0.003526
20	1.225000	0.100000	0.999902	0.000727	-2.549525	0.003484
20	1.225000	0.000000	0.999877	0.000789	-2.449400	0.003866
20	1.225000	-0.100000	0.999855	0.000839	-2.349304	0.004027
20	1.225000	-0.200000	0.999807	0.001049	-2.249120	0.004728
20	1.225000	-0.300000	0.999800	0.000992	-2.149086	0.004513
20	1.225000	-0.400000	0.999767	0.001099	-2.048972	0.004804
20	1.225000	-0.500000	0.999702	0.001265	-1.948703	0.005483
20	1.225000	-0.600000	0.999605	0.001481	-1.848350	0.006061
20	1.225000	-0.700000	0.999512	0.001635	-1.748026	0.006429
20	1.225000	-0.800000	0.999335	0.001964	-1.647384	0.007489
20	1.225000	-0.900000	0.999072	0.002762	-1.546774	0.008632
20	1.225000	-1.000000	-0.999987	0.000250	-3.449926	0.001473
20	1.250000	1.000000	-0.200215	0.975394	-2.293923	0.978382
20	1.250000	0.900000	0.999990	0.000223	-3.399941	0.001318
20	1.250000	0.800000	0.999977	0.000335	-3.299870	0.001941
20	1.250000	0.700000	0.999967	0.000402	-3.199815	0.002290
20	1.250000	0.600000	0.999962	0.000431	-3.099790	0.002416
20	1.250000	0.500000	0.999947	0.000510	-2.999711	0.002803
20	1.250000	0.400000	0.999967	0.000402	-2.899824	0.002170
20	1.250000	0.300000	0.999935	0.000588	-2.799656	0.003117
20	1.250000	0.200000	0.999915	0.000646	-2.699558	0.003361
20	1.250000	0.100000	0.999932	0.000598	-2.599656	0.003051
20	1.250000	0.000000	0.999892	0.000742	-2.499469	0.003638
20	1.250000	-0.100000	0.999902	0.000709	-2.399528	0.003398
20	1.250000	-0.200000	0.999850	0.000882	-2.299293	0.004109
20	1.250000	-0.300000	0.999792	0.001058	-2.199050	0.004769
20	1.250000	-0.400000	0.999765	0.001116	-2.098931	0.005037
20	1.250000	-0.500000	0.999712	0.001227	-1.998737	0.005304
20	1.250000	-0.600000	0.999727	0.001189	-1.898820	0.005098
20	1.250000	-0.700000	0.999550	0.001619	-1.798146	0.006524
20	1.250000	-0.800000	0.999505	0.001712	-1.698027	0.006556
20	1.250000	-0.900000	0.999432	0.001744	-1.597761	0.006740
20	1.250000	-1.000000	0.236742	0.966907	-2.257226	0.969476
20	1.275000	1.000000	0.554688	0.827306	-3.100282	0.832823
20	1.275000	0.900000	0.999985	0.000273	-3.449910	0.001641
20	1.275000	0.800000	0.999990	0.000223	-3.349941	0.001318
20	1.275000	0.700000	0.999980	0.000316	-3.249884	0.001830
20	1.275000	0.600000	0.999987	0.000250	-3.149929	0.001423
20	1.275000	0.500000	0.999982	0.000295	-3.049902	0.001654
20	1.275000	0.400000	0.999970	0.000386	-2.949835	0.002124
20	1.275000	0.300000	0.999952	0.000510	-2.849750	0.002643
20	1.275000	0.200000	0.999947	0.000510	-2.749722	0.002701
20	1.275000	0.100000	0.999962	0.000431	-2.649805	0.002243
20	1.275000	0.000000	0.999922	0.000638	-2.549611	0.003164
20	1.275000	-0.100000	0.999920	0.000647	-2.449606	0.003149
20	1.275000	-0.200000	0.999907	0.000692	-2.349553	0.003311
20	1.275000	-0.300000	0.999877	0.000773	-2.249412	0.003710
20	1.275000	-0.400000	0.999845	0.000909	-2.149278	0.004176
20	1.275000	-0.500000	0.999772	0.001112	-2.048985	0.004867
20	1.275000	-0.600000	0.999800	0.001042	-1.949119	0.004531
20	1.275000	-0.700000	0.999685	0.001295	-1.848652	0.005447
20	1.275000	-0.800000	0.999575	0.001672	-1.748281	0.006401
20	1.275000	-0.900000	0.999422	0.002026	-1.647830	0.006813
20	1.275000	-1.000000	-0.007817	0.994592	-2.551659	0.998728
20	1.300000	1.000000	-0.999485	0.001792	-1.597947	0.006842
20	1.300000	0.900000	0.999993	0.000194	-3.499954	0.001180
20	1.300000	0.800000	0.999992	0.000194	-3.399955	0.001161
20	1.300000	0.700000	0.999985	0.000273	-3.299912	0.001613
20	1.300000	0.600000	0.999977	0.000335	-3.199869	0.001941
20	1.300000	0.500000	0.999977	0.000335	-3.099872	0.001908
20	1.300000	0.400000	0.999975	0.000353	-2.999860	0.001975
20	1.300000	0.300000	0.999975	0.000353	-2.899862	0.001940
20	1.300000	0.200000	0.999962	0.000431	-2.799798	0.002329
20	1.300000	0.100000	0.999942	0.000556	-2.699702	0.002843
20	1.300000	0.000000	0.999912	0.000656	-2.599545	0.003409
20	1.300000	-0.100000	0.999940	0.000567	-2.499694	0.002891
20	1.300000	-0.200000	0.999910	0.000683	-2.399556	0.003334
20	1.300000	-0.300000	0.999890	0.000767	-2.299468	0.003684
20	1.300000	-0.400000	0.999842	0.000901	-2.199250	0.004266
20	1.300000	-0.500000	0.999860	0.000840	-2.099348	0.003881
20	1.300000	-0.600000	0.999750	0.001146	-1.998869	0.005097
20	1.300000	-0.700000	0.999707	0.001295	-1.898723	0.005509
20	1.300000	-0.800000	0.999615	0.001689	-1.798462	0.006071
20	1.300000	-0.900000	0.999550	0.001572	-1.698123	0.006403
20	1.300000	-1.000000	0.999470	0.001883	-1.597956	0.006716
20	1.325000	1.000000	0.999990	0.000223	-3.649937	0.001407
20	1.325000	0.900000	0.999990	0.000223	-3.549938	0.001385
20	1.325000	0.800000	0.999990	0.000223	-3.449939	0.001363
20	1.325000	0.700000	0.999990	0.000223	-3.349940	0.001340
20	1.325000	0.600000	0.999982	0.000295	-3.249897	0.001742
20	1.325000	0.500000	0.999975	0.000386	-3.149862	0.002085
20	1.325000	0.400000	0.999970	0.000417	-3.049829	0.002378
20	1.325000	0.300000	0.999967	0.000402	-2.949818	0.002250
20	1.325000	0.200000	0.999980	0.000316	-2.849890	0.001736
20	1.325000	0.100000	0.999940	0.000544	-2.749676	0.002940
20	1.325000	0.000000	0.999960	0.000445	-2.649788	0.002361
20	1.325000	-0.100000	0.999942	0.000578	-2.549701	0.003006
20	1.325000	-0.200000	0.999925	0.000608	-2.449617	0.003100
20	1.325000	-0.300000	0.999882	0.000757	-2.349412	0.003787
20	1.325000	-0.400000	0.999920	0.000703	-2.249621	0.003227
20	1.325000	-0.500000	0.999860	0.000840	-2.149335	0.003964
20	1.325000	-0.600000	0.999867	0.000803	-2.049377	0.003774
20	1.325000	-0.700000	0.999730	0.001450	-1.948884	0.005362
20	1.325000	-0.800000	0.999735	0.001267	-1.848854	0.005306
20	1.325000	-0.900000	-0.994217	0.077414	-3.542318	0.098534
20	1.325000	-1.000000	-0.999990	0.000223	-3.649937	0.001407
20	1.350000	1.000000	-0.999670	0.001463	-1.698642	0.005717
20	1.350000	0.900000	-0.999735	0.001175	-1.798835	0.005051
20	1.350000	0.800000	-0.999780	0.001038	-1.898995	0.004719
20	1.350000	0.700000	-0.999852	0.000875	-1.999307	0.004113
20	1.350000	0.600000	-0.999820	0.001009	-2.099156	0.004635
20	1.350000	0.500000	-0.999877	0.000789	-2.199406	0.003793
20	1.350000	0.400000	-0.999902	0.000691	-2.299513	0.003457
20	1.350000	0.300000	-0.999912	0.000674	-2.399554	0.003440
20	1.350000	0.200000	-0.999925	0.000628	-2.499617	0.003171
20	1.350000	0.100000	-0.999972	0.000402	-2.599854	0.002132
20	1.350000	0.000000	-0.999962	0.000459	-2.699797	0.002481
20	1.350000	-0.100000	-0.999952	0.000485	-2.799739	0.002668
20	1.350000	-0.200000	-0.999977	0.000335	-2.899874	0.001874
20	1.350000	-0.300000	-0.999970	0.000386	-2.999829	0.002201
20	1.350000	-0.400000	-0.999967	0.000402	-3.099812	0.002330
20	1.350000	-0.500000	-0.999987	0.000250	-3.199926	0.001473
20	1.350000	-0.600000	-0.999990	0.000223	-3.299940	0.001340
20	1.350000	-0.700000	-0.999995	0.000158	-3.399969	0.000964
20	1.350000	-0.800000	-0.999993	0.000194	-3.499953	0.001200
20	1.350000	-0.900000	-0.999987	0.000250	-3.599921	0.001573
20	1.350000	-1.000000	-0.999997	0.000112	-3.699984	0.000715
20	1.375000	1.000000	-0.325030	0.938925	-2.417875	0.940440
20	1.375000	0.900000	0.999992	0.000194	-3.649952	0.001238
20	1.375000	0.800000	0.999995	0.000158	-3.549969	0.000996
20	1.375000	0.700000	0.999992	0.000194	-3.449953	0.001200
20	1.375000	0.600000	0.999990	0.000223	-3.349939	0.001363
20	1.375000	0.500000	0.999990	0.000223	-3.249940	0.001340
20	1.375000	0.400000	0.999985	0.000273	-3.149911	0.001613
20	1.375000	0.300000	0.999977	0.000370	-3.049870	0.002147
20	1.375000	0.200000	0.999985	0.000273	-2.949914	0.001559
20	1.375000	0.100000	0.999982	0.000295	-2.849902	0.001654
20	1.375000	0.000000	0.999965	0.000417	-2.749807	0.002293
20	1.375000	-0.100000	0.999950	0.000497	-2.649730	0.002686
20	1.375000	-0.200000	0.999947	0.000510	-2.549722	0.002701
20	1.375000	-0.300000	0.999950	0.000497	-2.449740	0.002587
20	1.375000	-0.400000	0.999917	0.000656	-2.349586	0.003256
20	1.375000	-0.500000	0.999867	0.000863	-2.249358	0.004108
20	1.375000	-0.600000	0.999852	0.000917	-2.149312	0.004164
20	1.375000	-0.700000	0.999830	0.000920	-2.049191	0.004352
20	1.375000	-0.800000	0.999827	0.000926	-1.949189	0.004353
20	1.375000	-0.900000	0.999762	0.001143	-1.848949	0.004950
20	1.375000	-1.000000	0.999690	0.001476	-1.748736	0.005437
20	1.400000	1.000000	1.000000	0.000000	-3.800000	0.000001
20	1.400000	0.900000	1.000000	0.000000	-3.700000	0.000001
20	1.400000	0.800000	0.999990	0.000223	-3.599936	0.001430
20	1.400000	0.700000	1.000000	0.000000	-3.500000	0.000000
20	1.400000	0.600000	0.999992	0.000194	-3.399953	0.001200
20	1.400000	0.500000	0.999993	0.000194	-3.299954	0.001180
20	1.400000	0.400000	0.999987	0.000250	-3.199925	0.001498
20	1.400000	0.300000	0.999987	0.000250	-3.099926	0.001473
20	1.400000	0.200000	0.999977	0.000335	-2.999869	0.001941
20	1.400000	0.100000	0.999970	0.000386	-2.899829	0.002201
20	1.400000	0.000000	0.999975	0.000353	-2.799860	0.001975
20	1.400000	-0.100000	0.999960	0.000445	-2.699780	0.002450
20	1.400000	-0.200000	0.999945	0.000522	-2.599703	0.002816
20	1.400000	-0.300000	0.999942	0.000533	-2.499695	0.002825
20	1.400000	-0.400000	0.999950	0.000497	-2.399740	0.002587
20	1.400000	-0.500000	0.999940	0.000589	-2.299708	0.002790
20	1.400000	-0.600000	0.999897	0.000743	-2.199494	0.003634
20	1.400000	-0.700000	0.999885	0.000782	-2.099450	0.003678
20	1.400000	-0.800000	0.999842	0.000929	-1.999265	0.004264
20	1.400000	-0.900000	0.999815	0.000970	-1.899145	0.004437
20	1.400000	-1.000000	0.999767	0.001133	-1.798959	0.005003
20	1.425000	1.000000	1.000000	0.000000	-3.850000	0.000001
20	1.425000	0.900000	0.999997	0.000112	-3.749983	0.000738
20	1.425000	0.800000	0.999997	0.000112	-3.649984	0.000727
20	1.425000	0.700000	0.999997	0.000112	-3.549984	0.000715
20	1.425000	0.600000	0.999995	0.000158	-3.449968	0.000996
20	1.425000	0.500000	0.999992	0.000194	-3.349954	0.001200
20	1.425000	0.400000	0.999997	0.000112	-3.249985	0.000682
20	1.425000	0.300000	0.999990	0.000223	-3.149940	0.001340
20	1.425000	0.200000	0.999995	0.000158	-3.049971	0.000932
20	1.425000	0.100000	0.999975	0.000353	-2.949855	0.002045
20	1.425000	0.000000	0.999977	0.000335	-2.849872	0.001908
20	1.425000	-0.100000	0.999972	0.000370	-2.749846	0.002071
20	1.425000	-0.200000	0.999962	0.000431	-2.649794	0.002373
20	1.425000	-0.300000	0.999955	0.000472	-2.549757	0.002550
20	1.425000	-0.400000	0.999942	0.000533	-2.449695	0.002825
20	1.425000	-0.500000	0.999915	0.000646	-2.349558	0.003361
20	1.425000	-0.600000	0.999947	0.000510	-2.249732	0.002599
20	1.425000	-0.700000	0.999910	0.000701	-2.149564	0.003330
20	1.425000	-0.800000	0.999837	0.001259	-2.049332	0.004354
20	1.425000	-0.900000	0.999855	0.000938	-1.949340	0.004112
20	1.425000	-1.000000	0.999840	0.000908	-1.849262	0.004135
20	1.450000	1.000000	0.999990	0.000223	-3.899932	0.001519
20	1.450000	0.900000	0.999997	0.000112	-3.799983	0.000749
20	1.450000	0.800000	0.999997	0.000112	-3.699983	0.000738
20	1.450000	0.700000	0.999990	0.000223	-3.599935	0.001452
20	1.450000	0.600000	0.999990	0.000223	-3.499936	0.001430
20	1.450000	0.500000	0.999995	0.000158	-3.399968	0.000996
20	1.450000	0.400000	0.999987	0.000250	-3.299923	0.001548
20	1.450000	0.300000	0.999992	0.000194	-3.199954	0.001180
20	1.450000	0.200000	0.999975	0.000386	-3.099850	0.002319
20	1.450000	0.100000	0.999975	0.000353	-2.999853	0.002081
20	1.450000	0.000000	0.999990	0.000223	-2.899942	0.001296
20	1.450000	-0.100000	0.999970	0.000386	-2.799829	0.002201
20	1.450000	-0.200000	0.999975	0.000353	-2.699860	0.001975
20	1.450000	-0.300000	0.999960	0.000473	-2.599780	0.002600
20	1.450000	-0.400000	0.999972	0.000370	-2.499851	0.001997
20	1.450000	-0.500000	0.999945	0.000522	-2.399709	0.002764
20	1.450000	-0.600000	0.999910	0.000665	-2.299532	0.003457
20	1.450000	-0.700000	0.999890	0.000783	-2.199453	0.003833
20	1.450000	-0.800000	0.999895	0.000717	-2.099475	0.003585
20	1.450000	-0.900000	0.999875	0.000812	-1.999402	0.003826
20	1.450000	-1.000000	0.999857	0.001080	-1.899410	0.003842
20	1.475000	1.000000	1.000000	0.000000	-3.950000	0.000001
20	1.475000	0.900000	0.999997	0.000112	-3.849983	0.000760
20	1.475000	0.800000	0.999997	0.000112	-3.749983	0.000749
20	1.475000	0.700000	0.999995	0.000158	-3.649967	0.001043
20	1.475000	0.600000	0.999992	0.000250	-3.549951	0.001624
20	1.475000	0.500000	0.999997	0.000112	-3.449984	0.000715
20	1.475000	0.400000	0.999995	0.000158	-3.349969	0.000996
20	1.475000	0.300000	0.999985	0.000273	-3.249907	0.001695
20	1.475000	0.200000	0.999997	0.000112	-3.149985	0.000682
20	1.475000	0.100000	0.999990	0.000223	-3.049940	0.001340
20	1.475000	0.000000	0.999990	0.000223	-2.949941	0.001318
20	1.475000	-0.100000	0.999985	0.000273	-2.849913	0.001586
20	1.475000	-0.200000	0.999982	0.000295	-2.749900	0.001683
20	1.475000	-0.300000	0.999977	0.000335	-2.649874	0.001874
20	1.475000	-0.400000	0.999942	0.000533	-2.549684	0.002932
20	1.475000	-0.500000	0.999935	0.000566	-2.449649	0.003058
20	1.475000	-0.600000	0.999952	0.000485	-2.349748	0.002571
20	1.475000	-0.700000	0.999945	0.000567	-2.249729	0.002720
20	1.475000	-0.800000	0.999897	0.000726	-2.149477	0.003702
20	1.475000	-0.900000	0.999920	0.000647	-2.049600	0.003235
20	1.475000	-1.000000	0.999875	0.000827	-1.949410	0.003823
20	1.500000	1.000000	0.999997	0.000112	-3.999982	0.000782
20	1.500000	0.900000	0.999997	0.000112	-3.899983	0.000771
20	1.500000	0.800000	0.999993	0.000194	-3.799949	0.001316
20	1.500000	0.700000	0.999995	0.000158	-3.699966	0.001059
20	1.500000	0.600000	0.999997	0.000112	-3.599984	0.000738
20	1.500000	0.500000	0.999992	0.000194	-3.499951	0.001258
20	1.500000	0.400000	1.000000	0.000000	-3.400000	0.000001
20	1.500000	0.300000	0.999992	0.000194	-3.299953	0.001219
20	1.500000	0.200000	0.999995	0.000158	-3.199969	0.000980
20	1.500000	0.100000	0.999993	0.000194	-3.099954	0.001180
20	1.500000	0.000000	0.999982	0.000295	-2.999895	0.001772
20	1.500000	-0.100000	0.999982	0.000295	-2.899897	0.001742
20	1.500000	-0.200000	0.999977	0.000335	-2.799870	0.001941
20	1.500000	-0.300000	0.999980	0.000316	-2.699886	0.001799
20	1.500000	-0.400000	0.999972	0.000370	-2.599846	0.002071
20	1.500000	-0.500000	0.999965	0.000446	-2.499807	0.002452
20	1.500000	-0.600000	0.999957	0.000485	-2.399778	0.002486
20	1.500000	-0.700000	0.999955	0.000498	-2.299769	0.002507
20	1.500000	-0.800000	0.999945	0.000522	-2.199714	0.002712
20	1.500000	-0.900000	0.999907	0.000692	-2.099536	0.003437
20	1.500000	-1.000000	0.999905	0.000683	-1.999525	0.003413
20	1.525000	1.000000	0.999995	0.000158	-4.049965	0.001122
20	1.525000	0.900000	1.000000	0.000000	-3.950000	0.000001
20	1.525000	0.800000	1.000000	0.000000	-3.850000	0.000001
20	1.525000	0.700000	0.999997	0.000112	-3.749983	0.000760
20	1.525000	0.600000	0.999995	0.000158	-3.649966	0.001059
20	1.525000	0.500000	0.999997	0.000112	-3.549984	0.000738
20	1.525000	0.400000	0.999997	0.000112	-3.449984	0.000727
20	1.525000	0.300000	0.999997	0.000112	-3.349984	0.000715
20	1.525000	0.200000	1.000000	0.000000	-3.250000	0.000000
20	1.525000	0.100000	0.999987	0.000250	-3.149922	0.001548
20	1.525000	0.000000	0.999997	0.000112	-3.049985	0.000682
20	1.525000	-0.100000	0.999987	0.000250	-2.949925	0.001498
20	1.525000	-0.200000	0.999985	0.000273	-2.849912	0.001613
20	1.525000	-0.300000	0.999977	0.000335	-2.749869	0.001941
20	1.525000	-0.400000	0.999982	0.000295	-2.649900	0.001683
20	1.525000	-0.500000	0.999985	0.000273	-2.549916	0.001531
20	1.525000	-0.600000	0.999980	0.000316	-2.449890	0.001736
20	1.525000	-0.700000	0.999955	0.000472	-2.349757	0.002550
20	1.525000	-0.800000	0.999967	0.000402	-2.249828	0.002130
20	1.525000	-0.900000	0.999942	0.000556	-2.149701	0.002891
20	1.525000	-1.000000	0.999930	0.000587	-2.049643	0.002996
20	1.550000	1.000000	1.000000	0.000000	-4.100000	0.000001
20	1.550000	0.900000	1.000000	0.000000	-4.000000	0.000000
20	1.550000	0.800000	1.000000	0.000000	-3.900000	0.000001
20	1.550000	0.700000	0.999995	0.000158	-3.799966	0.001090
20	1.550000	0.600000	0.999997	0.000112	-3.699983	0.000760
20	1.550000	0.500000	0.999997	0.000112	-3.599983	0.000749
20	1.550000	0.400000	0.999990	0.000223	-3.499934	0.001474
20	1.550000	0.300000	0.999997	0.000112	-3.399984	0.000727
20	1.550000	0.200000	0.999987	0.000250	-3.299920	0.001598
20	1.550000	0.100000	0.999990	0.000223	-3.199937	0.001407
20	1.550000	0.000000	0.999995	0.000158	-3.099969	0.000980
20	1.550000	-0.100000	0.999995	0.000158	-2.999969	0.000964
20	1.550000	-0.200000	0.999992	0.000194	-2.899955	0.001161
20	1.550000	-0.300000	0.999980	0.000316	-2.799882	0.001862
20	1.550000	-0.400000	0.999990	0.000223	-2.699942	0.001296
20	1.550000	-0.500000	0.999993	0.000194	-2.599957	0.001103
20	1.550000	-0.600000	0.999970	0.000386	-2.499832	0.002162
20	1.550000	-0.700000	0.999960	0.000473	-2.399788	0.002455
20	1.550000	-0.800000	0.999967	0.000402	-2.299825	0.002170
20	1.550000	-0.900000	0.999937	0.000556	-2.199669	0.002944
20	1.550000	-1.000000	0.999955	0.000498	-2.099774	0.002454
20	1.575000	1.000000	0.999997	0.000112	-4.149982	0.000816
20	1.575000	0.900000	1.000000	0.000000	-4.050000	0.000001
20	1.575000	0.800000	1.000000	0.000000	-3.950000	0.000001
20	1.575000	0.700000	1.000000	0.000000	-3.850000	0.000001
20	1.575000	0.600000	1.000000	0.000000	-3.750000	0.000000
20	1.575000	0.500000	0.999997	0.000112	-3.649983	0.000760
20	1.575000	0.400000	0.999997	0.000112	-3.549983	0.000749
20	1.575000	0.300000	1.000000	0.000000	-3.450000	0.000001
20	1.575000	0.200000	0.999997	0.000112	-3.349984	0.000727
20	1.575000	0.100000	0.999995	0.000158	-3.249968	0.001011
20	1.575000	0.000000	0.999992	0.000194	-3.149953	0.001219
20	1.575000	-0.100000	0.999992	0.000194	-3.049954	0.001200
20	1.575000	-0.200000	0.999995	0.000158	-2.949969	0.000964
20	1.575000	-0.300000	0.999997	0.000112	-2.849985	0.000671
20	1.575000	-0.400000	0.999977	0.000335	-2.749867	0.001974
20	1.575000	-0.500000	0.999977	0.000335	-2.649869	0.001941
20	1.575000	-0.600000	0.999985	0.000273	-2.549915	0.001559
20	1.575000	-0.700000	0.999970	0.000386	-2.449832	0.002162
20	1.575000	-0.800000	0.999952	0.000510	-2.349747	0.002671
20	1.575000	-0.900000	0.999955	0.000723	-2.249820	0.002374
20	1.575000	-1.000000	0.999972	0.000370	-2.149854	0.001960
20	1.600000	1.000000	1.000000	0.000000	-4.200000	0.000001
20	1.600000	0.900000	0.999997	0.000112	-4.099982	0.000816
20	1.600000	0.800000	1.000000	0.000000	-4.000000	0.000000
20	1.600000	0.700000	0.999997	0.000112	-3.899982	0.000794
20	1.600000	0.600000	0.999997	0.000112	-3.799983	0.000782
20	1.600000	0.500000	0.999995	0.000158	-3.699965	0.001090
20	1.600000	0.400000	0.999997	0.000112	-3.599983	0.000760
20	1.600000	0.300000	0.999997	0.000112	-3.499983	0.000749
20	1.600000	0.200000	0.999997	0.000112	-3.399983	0.000738
20	1.600000	0.100000	0.999990	0.000223	-3.299935	0.001452
20	1.600000	0.000000	0.999990	0.000223	-3.199936	0.001430
20	1.600000	-0.100000	0.999985	0.000273	-3.099906	0.001723
20	1.600000	-0.200000	0.999982	0.000295	-2.999891	0.001831
20	1.600000	-0.300000	0.999995	0.000158	-2.899969	0.000964
20	1.600000	-0.400000	0.999982	0.000295	-2.799895	0.001772
20	1.600000	-0.500000	0.999967	0.000402	-2.699808	0.002371
20	1.600000	-0.600000	0.999977	0.000335	-2.599870	0.001941
20	1.600000	-0.700000	0.999982	0.000295	-2.499900	0.001683
20	1.600000	-0.800000	0.999967	0.000402	-2.399818	0.002250
20	1.600000	-0.900000	0.999960	0.000445	-2.299780	0.002450
20	1.600000	-1.000000	0.999947	0.000534	-2.199724	0.002752
20	1.625000	1.000000	1.000000	0.000000	-4.250000	0.000000
20	1.625000	0.900000	1.000000	0.000000	-4.150000	0.000001
20	1.625000	0.800000	1.000000	0.000000	-4.050000	0.000001
20	1.625000	0.700000	0.999990	0.000223	-3.949928	0.001608
20	1.625000	0.600000	0.999995	0.000158	-3.849965	0.001122
20	1.625000	0.500000	1.000000	0.000000	-3.750000	0.000000
20	1.625000	0.400000	0.999992	0.000194	-3.649948	0.001335
20	1.625000	0.300000	1.000000	0.000000	-3.550000	0.000001
20	1.625000	0.200000	0.999997	0.000112	-3.449983	0.000749
20	1.625000	0.100000	0.999997	0.000112	-3.349984	0.000738
20	1.625000	0.000000	0.999997	0.000112	-3.249984	0.000727
20	1.625000	-0.100000	0.999997	0.000112	-3.149984	0.000715
20	1.625000	-0.200000	0.999990	0.000223	-3.049937	0.001407
20	1.625000	-0.300000	0.999990	0.000223	-2.949938	0.001385
20	1.625000	-0.400000	0.999982	0.000295	-2.849893	0.001801
20	1.625000	-0.500000	0.999985	0.000273	-2.749910	0.001641
20	1.625000	-0.600000	0.999980	0.000316	-2.649882	0.001862
20	1.625000	-0.700000	0.999987	0.000250	-2.549928	0.001448
20	1.625000	-0.800000	0.999977	0.000335	-2.449872	0.001908
20	1.625000	-0.900000	0.999987	0.000250	-2.349930	0.001398
20	1.625000	-1.000000	0.999980	0.000316	-2.249890	0.001736
20	1.650000	1.000000	1.000000	0.000000	-4.300000	0.000001
