lambda	nx	q	q^2	F
 900	20	1.400000e+00	1.960000e+00	7.105390e-02
 900	20	1.500000e+00	2.250000e+00	5.901537e-02
 900	20	1.600000e+00	2.560000e+00	4.916210e-02
 900	20	1.700000e+00	2.890000e+00	4.106783e-02
 900	20	1.800000e+00	3.240000e+00	3.439618e-02
 900	20	1.900000e+00	3.610000e+00	2.887892e-02
 900	20	2.000000e+00	4.000000e+00	2.430213e-02
 900	20	2.100000e+00	4.410000e+00	2.049486e-02
 900	20	2.200000e+00	4.840000e+00	1.731853e-02
 900	20	2.300000e+00	5.290000e+00	1.466188e-02
 900	20	2.400000e+00	5.760000e+00	1.243467e-02
 900	20	2.500000e+00	6.250000e+00	1.056283e-02
 900	20	2.600000e+00	6.760000e+00	8.986351e-03
 900	20	2.700000e+00	7.290000e+00	7.656095e-03
 900	20	2.800000e+00	7.840000e+00	6.531271e-03
 900	20	2.900000e+00	8.410000e+00	5.578360e-03
 900	20	3.000000e+00	9.000000e+00	4.769880e-03
 900	20	3.100000e+00	9.610000e+00	4.082841e-03
 900	20	3.200000e+00	1.024000e+01	3.498007e-03
 900	20	3.300000e+00	1.089000e+01	2.999472e-03
 900	20	3.400000e+00	1.156000e+01	2.574043e-03
 900	20	3.500000e+00	1.225000e+01	2.210547e-03
 900	20	3.600000e+00	1.296000e+01	1.899546e-03
 900	20	3.700000e+00	1.369000e+01	1.633152e-03
 900	20	3.800000e+00	1.444000e+01	1.404797e-03
 900	20	3.900000e+00	1.521000e+01	1.208897e-03
 900	20	4.000000e+00	1.600000e+01	1.040673e-03
 900	20	4.100000e+00	1.681000e+01	8.960719e-04
 900	20	4.200000e+00	1.764000e+01	7.716902e-04
 900	20	4.300000e+00	1.849000e+01	6.646645e-04
 900	20	4.400000e+00	1.936000e+01	5.725352e-04
 900	20	4.500000e+00	2.025000e+01	4.931794e-04
 900	20	4.600000e+00	2.116000e+01	4.247800e-04
 900	20	4.700000e+00	2.209000e+01	3.657979e-04
 900	20	4.800000e+00	2.304000e+01	3.149346e-04
 900	20	4.900000e+00	2.401000e+01	2.710754e-04
 900	20	5.000000e+00	2.500000e+01	2.332525e-04
 900	20	5.100000e+00	2.601000e+01	2.006263e-04
 900	20	5.200000e+00	2.704000e+01	1.724755e-04
 900	20	5.300000e+00	2.809000e+01	1.481863e-04
 900	20	5.400000e+00	2.916000e+01	1.272374e-04
 900	20	5.500000e+00	3.025000e+01	1.091794e-04
 900	20	5.600000e+00	3.136000e+01	9.362042e-05
 900	20	5.700000e+00	3.249000e+01	8.021870e-05
 900	20	5.800000e+00	3.364000e+01	6.867796e-05
 900	20	5.900000e+00	3.481000e+01	5.874329e-05
 900	20	6.000000e+00	3.600000e+01	5.019720e-05
 900	20	6.100000e+00	3.721000e+01	4.285367e-05
 900	20	6.200000e+00	3.844000e+01	3.655133e-05
 900	20	6.300000e+00	3.969000e+01	3.114896e-05
 900	20	6.400000e+00	4.096000e+01	2.652341e-05
 900	20	6.500000e+00	4.225000e+01	2.256740e-05
 900	20	6.600000e+00	4.356000e+01	1.918780e-05
 900	20	6.700000e+00	4.489000e+01	1.630478e-05
 900	20	6.800000e+00	4.624000e+01	1.385018e-05
 900	20	6.900000e+00	4.761000e+01	1.176526e-05
 900	20	7.000000e+00	4.900000e+01	9.998933e-06
 900	20	7.100000e+00	5.041000e+01	8.506664e-06
 900	20	7.200000e+00	5.184000e+01	7.249618e-06
 900	20	7.300000e+00	5.329000e+01	6.193787e-06
 900	20	7.400000e+00	5.476000e+01	5.309546e-06
 900	20	7.500000e+00	5.625000e+01	4.571473e-06
 900	20	7.600000e+00	5.776000e+01	3.957991e-06
 900	20	7.700000e+00	5.929000e+01	3.450688e-06
 900	20	7.800000e+00	6.084000e+01	3.033747e-06
 900	20	7.900000e+00	6.241000e+01	2.693555e-06
 900	20	8.000000e+00	6.400000e+01	2.418240e-06
 900	20	8.100000e+00	6.561000e+01	2.197407e-06
 900	20	8.200000e+00	6.724000e+01	2.021938e-06
 900	20	8.300000e+00	6.889000e+01	1.883943e-06
 900	20	8.400000e+00	7.056000e+01	1.776726e-06
 900	20	8.500000e+00	7.225000e+01	1.694754e-06
 900	20	8.600000e+00	7.396000e+01	1.633437e-06
 900	20	8.700000e+00	7.569000e+01	1.588925e-06
 900	20	8.800000e+00	7.744000e+01	1.557983e-06
 900	20	8.900000e+00	7.921000e+01	1.537811e-06
 900	20	9.000000e+00	8.100000e+01	1.525945e-06
 900	20	9.100000e+00	8.281000e+01	1.520232e-06
 900	20	9.200000e+00	8.464000e+01	1.518834e-06
 900	20	9.300000e+00	8.649000e+01	1.520238e-06
 900	20	9.400000e+00	8.836000e+01	1.523254e-06
 900	20	9.500000e+00	9.025000e+01	1.527005e-06
 900	20	9.600000e+00	9.216000e+01	1.530828e-06
 900	20	9.700000e+00	9.409000e+01	1.534215e-06
 900	20	9.800000e+00	9.604000e+01	1.536754e-06
 900	20	9.900000e+00	9.801000e+01	1.538085e-06
 900	20	1.000000e+01	1.000000e+02	1.537888e-06
1000	20	0.000000e+00	0.000000e+00	9.999996e-01
1000	20	1.000000e-02	1.000000e-04	9.990923e-01
1000	20	2.000000e-02	4.000000e-04	9.964926e-01
1000	20	3.000000e-02	9.000000e-04	9.923660e-01
1000	20	4.000000e-02	1.600000e-03	9.868765e-01
1000	20	5.000000e-02	2.500000e-03	9.801602e-01
1000	20	6.000000e-02	3.600000e-03	9.723557e-01
1000	20	7.000000e-02	4.900000e-03	9.635846e-01
1000	20	8.000000e-02	6.400000e-03	9.539544e-01
1000	20	9.000000e-02	8.100000e-03	9.435708e-01
1000	20	1.000000e-01	1.000000e-02	9.325297e-01
1000	20	1.100000e-01	1.210000e-02	9.209148e-01
1000	20	1.200000e-01	1.440000e-02	9.088037e-01
1000	20	1.300000e-01	1.690000e-02	8.962702e-01
1000	20	1.400000e-01	1.960000e-02	8.833812e-01
1000	20	1.500000e-01	2.250000e-02	8.701957e-01
1000	20	1.600000e-01	2.560000e-02	8.567670e-01
1000	20	1.700000e-01	2.890000e-02	8.431448e-01
1000	20	1.800000e-01	3.240000e-02	8.293752e-01
1000	20	1.900000e-01	3.610000e-02	8.154997e-01
1000	20	2.000000e-01	4.000000e-02	8.015548e-01
1000	20	2.100000e-01	4.410000e-02	7.875733e-01
1000	20	2.200000e-01	4.840000e-02	7.735849e-01
1000	20	2.300000e-01	5.290000e-02	7.596171e-01
1000	20	2.400000e-01	5.760000e-02	7.456949e-01
1000	20	2.500000e-01	6.250000e-02	7.318404e-01
1000	20	2.600000e-01	6.760000e-02	7.180728e-01
1000	20	2.700000e-01	7.290000e-02	7.044091e-01
1000	20	2.800000e-01	7.840000e-02	6.908644e-01
1000	20	2.900000e-01	8.410000e-02	6.774523e-01
1000	20	3.000000e-01	9.000000e-02	6.641853e-01
1000	20	3.100000e-01	9.610000e-02	6.510739e-01
1000	20	3.200000e-01	1.024000e-01	6.381274e-01
1000	20	3.300000e-01	1.089000e-01	6.253536e-01
1000	20	3.400000e-01	1.156000e-01	6.127588e-01
1000	20	3.500000e-01	1.225000e-01	6.003486e-01
1000	20	3.600000e-01	1.296000e-01	5.881277e-01
1000	20	3.700000e-01	1.369000e-01	5.761001e-01
1000	20	3.800000e-01	1.444000e-01	5.642691e-01
1000	20	3.900000e-01	1.521000e-01	5.526371e-01
1000	20	4.000000e-01	1.600000e-01	5.412060e-01
1000	20	4.100000e-01	1.681000e-01	5.299769e-01
1000	20	4.200000e-01	1.764000e-01	5.189502e-01
1000	20	4.300000e-01	1.849000e-01	5.081261e-01
1000	20	4.400000e-01	1.936000e-01	4.975043e-01
1000	20	4.500000e-01	2.025000e-01	4.870841e-01
1000	20	4.600000e-01	2.116000e-01	4.768648e-01
1000	20	4.700000e-01	2.209000e-01	4.668451e-01
1000	20	4.800000e-01	2.304000e-01	4.570236e-01
1000	20	4.900000e-01	2.401000e-01	4.473985e-01
1000	20	5.000000e-01	2.500000e-01	4.379679e-01
1000	20	5.100000e-01	2.601000e-01	4.287295e-01
1000	20	5.200000e-01	2.704000e-01	4.196810e-01
1000	20	5.300000e-01	2.809000e-01	4.108198e-01
1000	20	5.400000e-01	2.916000e-01	4.021434e-01
1000	20	5.500000e-01	3.025000e-01	3.936491e-01
1000	20	5.600000e-01	3.136000e-01	3.853343e-01
1000	20	5.700000e-01	3.249000e-01	3.771960e-01
1000	20	5.800000e-01	3.364000e-01	3.692316e-01
1000	20	5.900000e-01	3.481000e-01	3.614380e-01
1000	20	6.000000e-01	3.600000e-01	3.538123e-01
1000	20	6.100000e-01	3.721000e-01	3.463514e-01
1000	20	6.200000e-01	3.844000e-01	3.390523e-01
1000	20	6.300000e-01	3.969000e-01	3.319119e-01
1000	20	6.400000e-01	4.096000e-01	3.249273e-01
1000	20	6.500000e-01	4.225000e-01	3.180952e-01
1000	20	6.600000e-01	4.356000e-01	3.114129e-01
1000	20	6.700000e-01	4.489000e-01	3.048773e-01
1000	20	6.800000e-01	4.624000e-01	2.984854e-01
1000	20	6.900000e-01	4.761000e-01	2.922343e-01
1000	20	7.000000e-01	4.900000e-01	2.861212e-01
1000	20	7.100000e-01	5.041000e-01	2.801431e-01
1000	20	7.200000e-01	5.184000e-01	2.742972e-01
1000	20	7.300000e-01	5.329000e-01	2.685805e-01
1000	20	7.400000e-01	5.476000e-01	2.629904e-01
1000	20	7.500000e-01	5.625000e-01	2.575240e-01
1000	20	7.600000e-01	5.776000e-01	2.521786e-01
1000	20	7.700000e-01	5.929000e-01	2.469516e-01
1000	20	7.800000e-01	6.084000e-01	2.418403e-01
1000	20	7.900000e-01	6.241000e-01	2.368422e-01
1000	20	8.000000e-01	6.400000e-01	2.319548e-01
1000	20	8.100000e-01	6.561000e-01	2.271756e-01
1000	20	8.200000e-01	6.724000e-01	2.225022e-01
1000	20	8.300000e-01	6.889000e-01	2.179322e-01
1000	20	8.400000e-01	7.056000e-01	2.134633e-01
1000	20	8.500000e-01	7.225000e-01	2.090931e-01
1000	20	8.600000e-01	7.396000e-01	2.048194e-01
1000	20	8.700000e-01	7.569000e-01	2.006400e-01
1000	20	8.800000e-01	7.744000e-01	1.965527e-01
1000	20	8.900000e-01	7.921000e-01	1.925554e-01
1000	20	9.000000e-01	8.100000e-01	1.886460e-01
1000	20	9.100000e-01	8.281000e-01	1.848224e-01
1000	20	9.200000e-01	8.464000e-01	1.810828e-01
1000	20	9.300000e-01	8.649000e-01	1.774251e-01
1000	20	9.400000e-01	8.836000e-01	1.738475e-01
1000	20	9.500000e-01	9.025000e-01	1.703482e-01
1000	20	9.600000e-01	9.216000e-01	1.669253e-01
1000	20	9.700000e-01	9.409000e-01	1.635771e-01
1000	20	9.800000e-01	9.604000e-01	1.603019e-01
1000	20	9.900000e-01	9.801000e-01	1.570979e-01
1000	20	1.000000e+00	1.000000e+00	1.539636e-01
1000	20	1.100000e+00	1.210000e+00	1.261108e-01
1000	20	1.200000e+00	1.440000e+00	1.036643e-01
1000	20	1.300000e+00	1.690000e+00	8.550575e-02
1000	20	1.400000e+00	1.960000e+00	7.075943e-02
1000	20	1.500000e+00	2.250000e+00	5.873773e-02
1000	20	1.600000e+00	2.560000e+00	4.890125e-02
1000	20	1.700000e+00	2.890000e+00	4.082347e-02
1000	20	1.800000e+00	3.240000e+00	3.416785e-02
1000	20	1.900000e+00	3.610000e+00	2.866603e-02
1000	20	2.000000e+00	4.000000e+00	2.410402e-02
1000	20	2.100000e+00	4.410000e+00	2.031082e-02
1000	20	2.200000e+00	4.840000e+00	1.714782e-02
1000	20	2.300000e+00	5.290000e+00	1.450377e-02
1000	20	2.400000e+00	5.760000e+00	1.228843e-02
1000	20	2.500000e+00	6.250000e+00	1.042775e-02
1000	20	2.600000e+00	6.760000e+00	8.861737e-03
1000	20	2.700000e+00	7.290000e+00	7.541285e-03
1000	20	2.800000e+00	7.840000e+00	6.425629e-03
1000	20	2.900000e+00	8.410000e+00	5.481282e-03
1000	20	3.000000e+00	9.000000e+00	4.680792e-03
1000	20	3.100000e+00	9.610000e+00	4.001200e-03
1000	20	3.200000e+00	1.024000e+01	3.423302e-03
1000	20	3.300000e+00	1.089000e+01	2.931222e-03
1000	20	3.400000e+00	1.156000e+01	2.511794e-03
1000	20	3.500000e+00	1.225000e+01	2.153873e-03
1000	20	3.600000e+00	1.296000e+01	1.848050e-03
1000	20	3.700000e+00	1.369000e+01	1.586461e-03
1000	20	3.800000e+00	1.444000e+01	1.362562e-03
1000	20	3.900000e+00	1.521000e+01	1.170791e-03
1000	20	4.000000e+00	1.600000e+01	1.006391e-03
1000	20	4.100000e+00	1.681000e+01	8.653297e-04
1000	20	4.200000e+00	1.764000e+01	7.442225e-04
1000	20	4.300000e+00	1.849000e+01	6.402231e-04
1000	20	4.400000e+00	1.936000e+01	5.508888e-04
1000	20	4.500000e+00	2.025000e+01	4.741128e-04
1000	20	4.600000e+00	2.116000e+01	4.080929e-04
1000	20	4.700000e+00	2.209000e+01	3.513039e-04
1000	20	4.800000e+00	2.304000e+01	3.024594e-04
1000	20	4.900000e+00	2.401000e+01	2.604566e-04
1000	20	5.000000e+00	2.500000e+01	2.243394e-04
1000	20	5.100000e+00	2.601000e+01	1.932791e-04
1000	20	5.200000e+00	2.704000e+01	1.665643e-04
1000	20	5.300000e+00	2.809000e+01	1.435900e-04
1000	20	5.400000e+00	2.916000e+01	1.238432e-04
1000	20	5.500000e+00	3.025000e+01	1.068825e-04
1000	20	5.600000e+00	3.136000e+01	9.232347e-05
1000	20	5.700000e+00	3.249000e+01	7.983173e-05
1000	20	5.800000e+00	3.364000e+01	6.911764e-05
1000	20	5.900000e+00	3.481000e+01	5.993225e-05
1000	20	6.000000e+00	3.600000e+01	5.206349e-05
1000	20	6.100000e+00	3.721000e+01	4.533038e-05
1000	20	6.200000e+00	3.844000e+01	3.957645e-05
1000	20	6.300000e+00	3.969000e+01	3.466524e-05
1000	20	6.400000e+00	4.096000e+01	3.047810e-05
1000	20	6.500000e+00	4.225000e+01	2.691182e-05
1000	20	6.600000e+00	4.356000e+01	2.387695e-05
1000	20	6.700000e+00	4.489000e+01	2.129690e-05
1000	20	6.800000e+00	4.624000e+01	1.910658e-05
1000	20	6.900000e+00	4.761000e+01	1.725021e-05
1000	20	7.000000e+00	4.900000e+01	1.567958e-05
1000	20	7.100000e+00	5.041000e+01	1.435292e-05
1000	20	7.200000e+00	5.184000e+01	1.323394e-05
1000	20	7.300000e+00	5.329000e+01	1.229091e-05
1000	20	7.400000e+00	5.476000e+01	1.149621e-05
1000	20	7.500000e+00	5.625000e+01	1.082627e-05
1000	20	7.600000e+00	5.776000e+01	1.026122e-05
1000	20	7.700000e+00	5.929000e+01	9.784336e-06
1000	20	7.800000e+00	6.084000e+01	9.381432e-06
1000	20	7.900000e+00	6.241000e+01	9.040454e-06
1000	20	8.000000e+00	6.400000e+01	8.750969e-06
1000	20	8.100000e+00	6.561000e+01	8.503853e-06
1000	20	8.200000e+00	6.724000e+01	8.291122e-06
1000	20	8.300000e+00	6.889000e+01	8.105901e-06
1000	20	8.400000e+00	7.056000e+01	7.942436e-06
1000	20	8.500000e+00	7.225000e+01	7.796095e-06
1000	20	8.600000e+00	7.396000e+01	7.663177e-06
1000	20	8.700000e+00	7.569000e+01	7.540685e-06
1000	20	8.800000e+00	7.744000e+01	7.426177e-06
1000	20	8.900000e+00	7.921000e+01	7.317568e-06
1000	20	9.000000e+00	8.100000e+01	7.213024e-06
1000	20	9.100000e+00	8.281000e+01	7.110938e-06
1000	20	9.200000e+00	8.464000e+01	7.009969e-06
1000	20	9.300000e+00	8.649000e+01	6.909064e-06
1000	20	9.400000e+00	8.836000e+01	6.807487e-06
1000	20	9.500000e+00	9.025000e+01	6.704792e-06
1000	20	9.600000e+00	9.216000e+01	6.600734e-06
1000	20	9.700000e+00	9.409000e+01	6.495198e-06
1000	20	9.800000e+00	9.604000e+01	6.388114e-06
1000	20	9.900000e+00	9.801000e+01	6.279410e-06
1000	20	1.000000e+01	1.000000e+02	6.169013e-06
1100	20	0.000000e+00	0.000000e+00	9.999996e-01
1100	20	1.000000e-02	1.000000e-04	9.990918e-01
1100	20	2.000000e-02	4.000000e-04	9.964907e-01
1100	20	3.000000e-02	9.000000e-04	9.923619e-01
1100	20	4.000000e-02	1.600000e-03	9.868694e-01
1100	20	5.000000e-02	2.500000e-03	9.801495e-01
1100	20	6.000000e-02	3.600000e-03	9.723409e-01
1100	20	7.000000e-02	4.900000e-03	9.635652e-01
1100	20	8.000000e-02	6.400000e-03	9.539299e-01
1100	20	9.000000e-02	8.100000e-03	9.435409e-01
1100	20	1.000000e-01	1.000000e-02	9.324942e-01
1100	20	1.100000e-01	1.210000e-02	9.208734e-01
1100	20	1.200000e-01	1.440000e-02	9.087561e-01
1100	20	1.300000e-01	1.690000e-02	8.962162e-01
1100	20	1.400000e-01	1.960000e-02	8.833208e-01
1100	20	1.500000e-01	2.250000e-02	8.701288e-01
1100	20	1.600000e-01	2.560000e-02	8.566935e-01
1100	20	1.700000e-01	2.890000e-02	8.430647e-01
1100	20	1.800000e-01	3.240000e-02	8.292884e-01
1100	20	1.900000e-01	3.610000e-02	8.154063e-01
1100	20	2.000000e-01	4.000000e-02	8.014549e-01
1100	20	2.100000e-01	4.410000e-02	7.874668e-01
1100	20	2.200000e-01	4.840000e-02	7.734719e-01
1100	20	2.300000e-01	5.290000e-02	7.594977e-01
1100	20	2.400000e-01	5.760000e-02	7.455692e-01
1100	20	2.500000e-01	6.250000e-02	7.317084e-01
1100	20	2.600000e-01	6.760000e-02	7.179348e-01
1100	20	2.700000e-01	7.290000e-02	7.042651e-01
1100	20	2.800000e-01	7.840000e-02	6.907145e-01
1100	20	2.900000e-01	8.410000e-02	6.772968e-01
1100	20	3.000000e-01	9.000000e-02	6.640241e-01
1100	20	3.100000e-01	9.610000e-02	6.509073e-01
1100	20	3.200000e-01	1.024000e-01	6.379555e-01
1100	20	3.300000e-01	1.089000e-01	6.251765e-01
1100	20	3.400000e-01	1.156000e-01	6.125767e-01
1100	20	3.500000e-01	1.225000e-01	6.001617e-01
1100	20	3.600000e-01	1.296000e-01	5.879361e-01
1100	20	3.700000e-01	1.369000e-01	5.759040e-01
1100	20	3.800000e-01	1.444000e-01	5.640685e-01
1100	20	3.900000e-01	1.521000e-01	5.524323e-01
1100	20	4.000000e-01	1.600000e-01	5.409971e-01
1100	20	4.100000e-01	1.681000e-01	5.297640e-01
1100	20	4.200000e-01	1.764000e-01	5.187336e-01
1100	20	4.300000e-01	1.849000e-01	5.079058e-01
1100	20	4.400000e-01	1.936000e-01	4.972804e-01
1100	20	4.500000e-01	2.025000e-01	4.868569e-01
1100	20	4.600000e-01	2.116000e-01	4.766343e-01
1100	20	4.700000e-01	2.209000e-01	4.666115e-01
1100	20	4.800000e-01	2.304000e-01	4.567871e-01
1100	20	4.900000e-01	2.401000e-01	4.471592e-01
1100	20	5.000000e-01	2.500000e-01	4.377259e-01
1100	20	5.100000e-01	2.601000e-01	4.284850e-01
1100	20	5.200000e-01	2.704000e-01	4.194340e-01
1100	20	5.300000e-01	2.809000e-01	4.105705e-01
1100	20	5.400000e-01	2.916000e-01	4.018919e-01
1100	20	5.500000e-01	3.025000e-01	3.933956e-01
1100	20	5.600000e-01	3.136000e-01	3.850787e-01
1100	20	5.700000e-01	3.249000e-01	3.769387e-01
1100	20	5.800000e-01	3.364000e-01	3.689725e-01
1100	20	5.900000e-01	3.481000e-01	3.611773e-01
1100	20	6.000000e-01	3.600000e-01	3.535500e-01
1100	20	6.100000e-01	3.721000e-01	3.460877e-01
1100	20	6.200000e-01	3.844000e-01	3.387873e-01
1100	20	6.300000e-01	3.969000e-01	3.316457e-01
1100	20	6.400000e-01	4.096000e-01	3.246598e-01
1100	20	6.500000e-01	4.225000e-01	3.178268e-01
1100	20	6.600000e-01	4.356000e-01	3.111435e-01
1100	20	6.700000e-01	4.489000e-01	3.046070e-01
1100	20	6.800000e-01	4.624000e-01	2.982143e-01
1100	20	6.900000e-01	4.761000e-01	2.919625e-01
1100	20	7.000000e-01	4.900000e-01	2.858488e-01
1100	20	7.100000e-01	5.041000e-01	2.798701e-01
1100	20	7.200000e-01	5.184000e-01	2.740237e-01
1100	20	7.300000e-01	5.329000e-01	2.683066e-01
1100	20	7.400000e-01	5.476000e-01	2.627162e-01
1100	20	7.500000e-01	5.625000e-01	2.572495e-01
1100	20	7.600000e-01	5.776000e-01	2.519039e-01
1100	20	7.700000e-01	5.929000e-01	2.466767e-01
1100	20	7.800000e-01	6.084000e-01	2.415654e-01
1100	20	7.900000e-01	6.241000e-01	2.365673e-01
1100	20	8.000000e-01	6.400000e-01	2.316799e-01
1100	20	8.100000e-01	6.561000e-01	2.269008e-01
1100	20	8.200000e-01	6.724000e-01	2.222275e-01
1100	20	8.300000e-01	6.889000e-01	2.176577e-01
1100	20	8.400000e-01	7.056000e-01	2.131890e-01
1100	20	8.500000e-01	7.225000e-01	2.088192e-01
1100	20	8.600000e-01	7.396000e-01	2.045458e-01
1100	20	8.700000e-01	7.569000e-01	2.003668e-01
1100	20	8.800000e-01	7.744000e-01	1.962800e-01
1100	20	8.900000e-01	7.921000e-01	1.922831e-01
1100	20	9.000000e-01	8.100000e-01	1.883742e-01
1100	20	9.100000e-01	8.281000e-01	1.845512e-01
1100	20	9.200000e-01	8.464000e-01	1.808121e-01
1100	20	9.300000e-01	8.649000e-01	1.771551e-01
1100	20	9.400000e-01	8.836000e-01	1.735782e-01
1100	20	9.500000e-01	9.025000e-01	1.700795e-01
1100	20	9.600000e-01	9.216000e-01	1.666574e-01
1100	20	9.700000e-01	9.409000e-01	1.633099e-01
1100	20	9.800000e-01	9.604000e-01	1.600355e-01
1100	20	9.900000e-01	9.801000e-01	1.568324e-01
1100	20	1.000000e+00	1.000000e+00	1.536989e-01
1100	20	1.100000e+00	1.210000e+00	1.258559e-01
1100	20	1.200000e+00	1.440000e+00	1.034210e-01
1100	20	1.300000e+00	1.690000e+00	8.527510e-02
1100	20	1.400000e+00	1.960000e+00	7.054201e-02
1100	20	1.500000e+00	2.250000e+00	5.853374e-02
1100	20	1.600000e+00	2.560000e+00	4.871063e-02
1100	20	1.700000e+00	2.890000e+00	4.064594e-02
1100	20	1.800000e+00	3.240000e+00	3.400302e-02
1100	20	1.900000e+00	3.610000e+00	2.851341e-02
1100	20	2.000000e+00	4.000000e+00	2.396306e-02
1100	20	2.100000e+00	4.410000e+00	2.018094e-02
1100	20	2.200000e+00	4.840000e+00	1.702844e-02
1100	20	2.300000e+00	5.290000e+00	1.439429e-02
1100	20	2.400000e+00	5.760000e+00	1.218826e-02
1100	20	2.500000e+00	6.250000e+00	1.033632e-02
1100	20	2.600000e+00	6.760000e+00	8.778489e-03
1100	20	2.700000e+00	7.290000e+00	7.465687e-03
1100	20	2.800000e+00	7.840000e+00	6.357172e-03
1100	20	2.900000e+00	8.410000e+00	5.419481e-03
1100	20	3.000000e+00	9.000000e+00	4.625188e-03
1100	20	3.100000e+00	9.610000e+00	3.951357e-03
1100	20	3.200000e+00	1.024000e+01	3.378811e-03
1100	20	3.300000e+00	1.089000e+01	2.891697e-03
1100	20	3.400000e+00	1.156000e+01	2.476872e-03
1100	20	3.500000e+00	1.225000e+01	2.123215e-03
1100	20	3.600000e+00	1.296000e+01	1.821336e-03
1100	20	3.700000e+00	1.369000e+01	1.563394e-03
1100	20	3.800000e+00	1.444000e+01	1.342862e-03
1100	20	3.900000e+00	1.521000e+01	1.154196e-03
1100	20	4.000000e+00	1.600000e+01	9.926585e-04
1100	20	4.100000e+00	1.681000e+01	8.542323e-04
1100	20	4.200000e+00	1.764000e+01	7.355478e-04
1100	20	4.300000e+00	1.849000e+01	6.337729e-04
1100	20	4.400000e+00	1.936000e+01	5.464782e-04
1100	20	4.500000e+00	2.025000e+01	4.715702e-04
1100	20	4.600000e+00	2.116000e+01	4.072587e-04
1100	20	4.700000e+00	2.209000e+01	3.520293e-04
1100	20	4.800000e+00	2.304000e+01	3.046055e-04
1100	20	4.900000e+00	2.401000e+01	2.638944e-04
1100	20	5.000000e+00	2.500000e+01	2.289489e-04
1100	20	5.100000e+00	2.601000e+01	1.989492e-04
1100	20	5.200000e+00	2.704000e+01	1.731919e-04
1100	20	5.300000e+00	2.809000e+01	1.510793e-04
1100	20	5.400000e+00	2.916000e+01	1.321049e-04
1100	20	5.500000e+00	3.025000e+01	1.158337e-04
1100	20	5.600000e+00	3.136000e+01	1.018875e-04
1100	20	5.700000e+00	3.249000e+01	8.993773e-05
1100	20	5.800000e+00	3.364000e+01	7.970023e-05
1100	20	5.900000e+00	3.481000e+01	7.093086e-05
1100	20	6.000000e+00	3.600000e+01	6.342188e-05
1100	20	6.100000e+00	3.721000e+01	5.699645e-05
1100	20	6.200000e+00	3.844000e+01	5.150204e-05
1100	20	6.300000e+00	3.969000e+01	4.680609e-05
1100	20	6.400000e+00	4.096000e+01	4.279357e-05
1100	20	6.500000e+00	4.225000e+01	3.936462e-05
1100	20	6.600000e+00	4.356000e+01	3.643273e-05
1100	20	6.700000e+00	4.489000e+01	3.392398e-05
1100	20	6.800000e+00	4.624000e+01	3.177575e-05
1100	20	6.900000e+00	4.761000e+01	2.993467e-05
1100	20	7.000000e+00	4.900000e+01	2.835487e-05
1100	20	7.100000e+00	5.041000e+01	2.699686e-05
1100	20	7.200000e+00	5.184000e+01	2.582639e-05
1100	20	7.300000e+00	5.329000e+01	2.481359e-05
1100	20	7.400000e+00	5.476000e+01	2.393250e-05
1100	20	7.500000e+00	5.625000e+01	2.316100e-05
1100	20	7.600000e+00	5.776000e+01	2.248063e-05
1100	20	7.700000e+00	5.929000e+01	2.187603e-05
1100	20	7.800000e+00	6.084000e+01	2.133434e-05
1100	20	7.900000e+00	6.241000e+01	2.084479e-05
1100	20	8.000000e+00	6.400000e+01	2.039811e-05
1100	20	8.100000e+00	6.561000e+01	1.998622e-05
1100	20	8.200000e+00	6.724000e+01	1.960202e-05
1100	20	8.300000e+00	6.889000e+01	1.923948e-05
1100	20	8.400000e+00	7.056000e+01	1.889358e-05
1100	20	8.500000e+00	7.225000e+01	1.856042e-05
1100	20	8.600000e+00	7.396000e+01	1.823702e-05
1100	20	8.700000e+00	7.569000e+01	1.792106e-05
1100	20	8.800000e+00	7.744000e+01	1.761075e-05
1100	20	8.900000e+00	7.921000e+01	1.730457e-05
1100	20	9.000000e+00	8.100000e+01	1.700119e-05
1100	20	9.100000e+00	8.281000e+01	1.669944e-05
1100	20	9.200000e+00	8.464000e+01	1.639834e-05
1100	20	9.300000e+00	8.649000e+01	1.609722e-05
1100	20	9.400000e+00	8.836000e+01	1.579568e-05
1100	20	9.500000e+00	9.025000e+01	1.549361e-05
1100	20	9.600000e+00	9.216000e+01	1.519111e-05
1100	20	9.700000e+00	9.409000e+01	1.488836e-05
1100	20	9.800000e+00	9.604000e+01	1.458555e-05
1100	20	9.900000e+00	9.801000e+01	1.428283e-05
1100	20	1.000000e+01	1.000000e+02	1.398030e-05
1200	 2	0.000000e+00	0.000000e+00	3.564813e-01
1200	 4	0.000000e+00	0.000000e+00	9.563261e-01
1200	 6	0.000000e+00	0.000000e+00	9.999996e-01
1200	 8	0.000000e+00	0.000000e+00	9.999996e-01
1200	10	0.000000e+00	0.000000e+00	9.999996e-01
1200	12	0.000000e+00	0.000000e+00	9.999996e-01
1200	14	0.000000e+00	0.000000e+00	9.999996e-01
1200	16	0.000000e+00	0.000000e+00	9.999996e-01
1200	18	0.000000e+00	0.000000e+00	9.999996e-01
1200	20	0.000000e+00	0.000000e+00	9.999996e-01
1200	22	0.000000e+00	0.000000e+00	9.999996e-01
1200	24	0.000000e+00	0.000000e+00	9.999996e-01
1200	26	0.000000e+00	0.000000e+00	9.999996e-01
