lambda	nx	q	q^2	F
1200	28	0.000000e+00	0.000000e+00	9.999996e-01
1200	30	0.000000e+00	0.000000e+00	9.999996e-01
1200	32	0.000000e+00	0.000000e+00	9.999996e-01
1200	34	0.000000e+00	0.000000e+00	9.999996e-01
1200	36	0.000000e+00	0.000000e+00	9.999996e-01
1200	38	0.000000e+00	0.000000e+00	9.999996e-01
1200	40	0.000000e+00	0.000000e+00	9.999996e-01
1200	20	0.000000e+00	0.000000e+00	9.999996e-01
1200	 2	1.000000e-02	1.000000e-04	3.575700e-01
1200	 4	1.000000e-02	1.000000e-04	9.560180e-01
1200	 6	1.000000e-02	1.000000e-04	9.991047e-01
1200	 8	1.000000e-02	1.000000e-04	9.990914e-01
1200	10	1.000000e-02	1.000000e-04	9.990914e-01
1200	12	1.000000e-02	1.000000e-04	9.990914e-01
1200	14	1.000000e-02	1.000000e-04	9.990914e-01
1200	16	1.000000e-02	1.000000e-04	9.990914e-01
1200	18	1.000000e-02	1.000000e-04	9.990914e-01
1200	20	1.000000e-02	1.000000e-04	9.990914e-01
1200	22	1.000000e-02	1.000000e-04	9.990914e-01
1200	24	1.000000e-02	1.000000e-04	9.990914e-01
1200	26	1.000000e-02	1.000000e-04	9.990914e-01
1200	28	1.000000e-02	1.000000e-04	9.990914e-01
1200	30	1.000000e-02	1.000000e-04	9.990914e-01
1200	32	1.000000e-02	1.000000e-04	9.990914e-01
1200	34	1.000000e-02	1.000000e-04	9.990914e-01
1200	36	1.000000e-02	1.000000e-04	9.990914e-01
1200	38	1.000000e-02	1.000000e-04	9.990914e-01
1200	40	1.000000e-02	1.000000e-04	9.990914e-01
1200	20	1.000000e-02	1.000000e-04	9.990914e-01
1200	 2	2.000000e-02	4.000000e-04	3.605682e-01
1200	 4	2.000000e-02	4.000000e-04	9.550060e-01
1200	 6	2.000000e-02	4.000000e-04	9.965323e-01
1200	 8	2.000000e-02	4.000000e-04	9.964893e-01
1200	10	2.000000e-02	4.000000e-04	9.964892e-01
1200	12	2.000000e-02	4.000000e-04	9.964892e-01
1200	14	2.000000e-02	4.000000e-04	9.964892e-01
1200	16	2.000000e-02	4.000000e-04	9.964892e-01
1200	18	2.000000e-02	4.000000e-04	9.964892e-01
1200	20	2.000000e-02	4.000000e-04	9.964892e-01
1200	22	2.000000e-02	4.000000e-04	9.964892e-01
1200	24	2.000000e-02	4.000000e-04	9.964892e-01
1200	26	2.000000e-02	4.000000e-04	9.964892e-01
1200	28	2.000000e-02	4.000000e-04	9.964892e-01
1200	30	2.000000e-02	4.000000e-04	9.964892e-01
1200	32	2.000000e-02	4.000000e-04	9.964892e-01
1200	34	2.000000e-02	4.000000e-04	9.964892e-01
1200	36	2.000000e-02	4.000000e-04	9.964892e-01
1200	38	2.000000e-02	4.000000e-04	9.964892e-01
1200	40	2.000000e-02	4.000000e-04	9.964892e-01
1200	20	2.000000e-02	4.000000e-04	9.964892e-01
1200	 2	3.000000e-02	9.000000e-04	3.650908e-01
1200	 4	3.000000e-02	9.000000e-04	9.531884e-01
1200	 6	3.000000e-02	9.000000e-04	9.924369e-01
1200	 8	3.000000e-02	9.000000e-04	9.923588e-01
1200	10	3.000000e-02	9.000000e-04	9.923587e-01
1200	12	3.000000e-02	9.000000e-04	9.923587e-01
1200	14	3.000000e-02	9.000000e-04	9.923587e-01
1200	16	3.000000e-02	9.000000e-04	9.923587e-01
1200	18	3.000000e-02	9.000000e-04	9.923587e-01
1200	20	3.000000e-02	9.000000e-04	9.923587e-01
1200	22	3.000000e-02	9.000000e-04	9.923587e-01
1200	24	3.000000e-02	9.000000e-04	9.923587e-01
1200	26	3.000000e-02	9.000000e-04	9.923587e-01
1200	28	3.000000e-02	9.000000e-04	9.923587e-01
1200	30	3.000000e-02	9.000000e-04	9.923587e-01
1200	32	3.000000e-02	9.000000e-04	9.923587e-01
1200	34	3.000000e-02	9.000000e-04	9.923587e-01
1200	36	3.000000e-02	9.000000e-04	9.923587e-01
1200	38	3.000000e-02	9.000000e-04	9.923587e-01
1200	40	3.000000e-02	9.000000e-04	9.923587e-01
1200	20	3.000000e-02	9.000000e-04	9.923587e-01
1200	 2	4.000000e-02	1.600000e-03	3.708182e-01
1200	 4	4.000000e-02	1.600000e-03	9.505128e-01
1200	 6	4.000000e-02	1.600000e-03	9.869753e-01
1200	 8	4.000000e-02	1.600000e-03	9.868644e-01
1200	10	4.000000e-02	1.600000e-03	9.868640e-01
1200	12	4.000000e-02	1.600000e-03	9.868640e-01
1200	14	4.000000e-02	1.600000e-03	9.868639e-01
1200	16	4.000000e-02	1.600000e-03	9.868639e-01
1200	18	4.000000e-02	1.600000e-03	9.868639e-01
1200	20	4.000000e-02	1.600000e-03	9.868639e-01
1200	22	4.000000e-02	1.600000e-03	9.868639e-01
1200	24	4.000000e-02	1.600000e-03	9.868639e-01
1200	26	4.000000e-02	1.600000e-03	9.868639e-01
1200	28	4.000000e-02	1.600000e-03	9.868639e-01
1200	30	4.000000e-02	1.600000e-03	9.868639e-01
1200	32	4.000000e-02	1.600000e-03	9.868639e-01
1200	34	4.000000e-02	1.600000e-03	9.868639e-01
1200	36	4.000000e-02	1.600000e-03	9.868639e-01
1200	38	4.000000e-02	1.600000e-03	9.868639e-01
1200	40	4.000000e-02	1.600000e-03	9.868639e-01
1200	20	4.000000e-02	1.600000e-03	9.868639e-01
1200	 2	5.000000e-02	2.500000e-03	3.774502e-01
1200	 4	5.000000e-02	2.500000e-03	9.469426e-01
1200	 6	5.000000e-02	2.500000e-03	9.802803e-01
1200	 8	5.000000e-02	2.500000e-03	9.801420e-01
1200	10	5.000000e-02	2.500000e-03	9.801414e-01
1200	12	5.000000e-02	2.500000e-03	9.801414e-01
1200	14	5.000000e-02	2.500000e-03	9.801414e-01
1200	16	5.000000e-02	2.500000e-03	9.801414e-01
1200	18	5.000000e-02	2.500000e-03	9.801414e-01
1200	20	5.000000e-02	2.500000e-03	9.801414e-01
1200	22	5.000000e-02	2.500000e-03	9.801414e-01
1200	24	5.000000e-02	2.500000e-03	9.801414e-01
1200	26	5.000000e-02	2.500000e-03	9.801414e-01
1200	28	5.000000e-02	2.500000e-03	9.801414e-01
1200	30	5.000000e-02	2.500000e-03	9.801414e-01
1200	32	5.000000e-02	2.500000e-03	9.801414e-01
1200	34	5.000000e-02	2.500000e-03	9.801414e-01
1200	36	5.000000e-02	2.500000e-03	9.801414e-01
1200	38	5.000000e-02	2.500000e-03	9.801414e-01
1200	40	5.000000e-02	2.500000e-03	9.801414e-01
1200	20	5.000000e-02	2.500000e-03	9.801414e-01
1200	 2	6.000000e-02	3.600000e-03	3.847437e-01
1200	 4	6.000000e-02	3.600000e-03	9.424788e-01
1200	 6	6.000000e-02	3.600000e-03	9.724877e-01
1200	 8	6.000000e-02	3.600000e-03	9.723307e-01
1200	10	6.000000e-02	3.600000e-03	9.723296e-01
1200	12	6.000000e-02	3.600000e-03	9.723296e-01
1200	14	6.000000e-02	3.600000e-03	9.723296e-01
1200	16	6.000000e-02	3.600000e-03	9.723296e-01
1200	18	6.000000e-02	3.600000e-03	9.723296e-01
1200	20	6.000000e-02	3.600000e-03	9.723296e-01
1200	22	6.000000e-02	3.600000e-03	9.723296e-01
1200	24	6.000000e-02	3.600000e-03	9.723296e-01
1200	26	6.000000e-02	3.600000e-03	9.723296e-01
1200	28	6.000000e-02	3.600000e-03	9.723296e-01
1200	30	6.000000e-02	3.600000e-03	9.723296e-01
1200	32	6.000000e-02	3.600000e-03	9.723296e-01
1200	34	6.000000e-02	3.600000e-03	9.723296e-01
1200	36	6.000000e-02	3.600000e-03	9.723296e-01
1200	38	6.000000e-02	3.600000e-03	9.723296e-01
1200	40	6.000000e-02	3.600000e-03	9.723296e-01
1200	20	6.000000e-02	3.600000e-03	9.723296e-01
1200	 2	7.000000e-02	4.900000e-03	3.924768e-01
1200	 4	7.000000e-02	4.900000e-03	9.371373e-01
1200	 6	7.000000e-02	4.900000e-03	9.637188e-01
1200	 8	7.000000e-02	4.900000e-03	9.635516e-01
1200	10	7.000000e-02	4.900000e-03	9.635503e-01
1200	12	7.000000e-02	4.900000e-03	9.635503e-01
1200	14	7.000000e-02	4.900000e-03	9.635503e-01
1200	16	7.000000e-02	4.900000e-03	9.635503e-01
1200	18	7.000000e-02	4.900000e-03	9.635503e-01
1200	20	7.000000e-02	4.900000e-03	9.635503e-01
1200	22	7.000000e-02	4.900000e-03	9.635503e-01
1200	24	7.000000e-02	4.900000e-03	9.635503e-01
1200	26	7.000000e-02	4.900000e-03	9.635503e-01
1200	28	7.000000e-02	4.900000e-03	9.635503e-01
1200	30	7.000000e-02	4.900000e-03	9.635503e-01
1200	32	7.000000e-02	4.900000e-03	9.635503e-01
1200	34	7.000000e-02	4.900000e-03	9.635503e-01
1200	36	7.000000e-02	4.900000e-03	9.635503e-01
1200	38	7.000000e-02	4.900000e-03	9.635503e-01
1200	40	7.000000e-02	4.900000e-03	9.635503e-01
1200	20	7.000000e-02	4.900000e-03	9.635503e-01
1200	 2	8.000000e-02	6.400000e-03	4.004616e-01
1200	 4	8.000000e-02	6.400000e-03	9.309384e-01
1200	 6	8.000000e-02	6.400000e-03	9.540819e-01
1200	 8	8.000000e-02	6.400000e-03	9.539130e-01
1200	10	8.000000e-02	6.400000e-03	9.539112e-01
1200	12	8.000000e-02	6.400000e-03	9.539112e-01
1200	14	8.000000e-02	6.400000e-03	9.539112e-01
1200	16	8.000000e-02	6.400000e-03	9.539112e-01
1200	18	8.000000e-02	6.400000e-03	9.539112e-01
1200	20	8.000000e-02	6.400000e-03	9.539112e-01
1200	22	8.000000e-02	6.400000e-03	9.539112e-01
1200	24	8.000000e-02	6.400000e-03	9.539112e-01
1200	26	8.000000e-02	6.400000e-03	9.539112e-01
1200	28	8.000000e-02	6.400000e-03	9.539112e-01
1200	30	8.000000e-02	6.400000e-03	9.539112e-01
1200	32	8.000000e-02	6.400000e-03	9.539112e-01
1200	34	8.000000e-02	6.400000e-03	9.539112e-01
1200	36	8.000000e-02	6.400000e-03	9.539112e-01
1200	38	8.000000e-02	6.400000e-03	9.539112e-01
1200	40	8.000000e-02	6.400000e-03	9.539112e-01
1200	20	8.000000e-02	6.400000e-03	9.539112e-01
1200	 2	9.000000e-02	8.100000e-03	4.085407e-01
1200	 4	9.000000e-02	8.100000e-03	9.239252e-01
1200	 6	9.000000e-02	8.100000e-03	9.436824e-01
1200	 8	9.000000e-02	8.100000e-03	9.435204e-01
1200	10	9.000000e-02	8.100000e-03	9.435181e-01
1200	12	9.000000e-02	8.100000e-03	9.435181e-01
1200	14	9.000000e-02	8.100000e-03	9.435181e-01
1200	16	9.000000e-02	8.100000e-03	9.435181e-01
1200	18	9.000000e-02	8.100000e-03	9.435181e-01
1200	20	9.000000e-02	8.100000e-03	9.435181e-01
1200	22	9.000000e-02	8.100000e-03	9.435181e-01
1200	24	9.000000e-02	8.100000e-03	9.435181e-01
1200	26	9.000000e-02	8.100000e-03	9.435181e-01
1200	28	9.000000e-02	8.100000e-03	9.435181e-01
1200	30	9.000000e-02	8.100000e-03	9.435181e-01
1200	32	9.000000e-02	8.100000e-03	9.435181e-01
1200	34	9.000000e-02	8.100000e-03	9.435181e-01
1200	36	9.000000e-02	8.100000e-03	9.435181e-01
1200	38	9.000000e-02	8.100000e-03	9.435181e-01
1200	40	9.000000e-02	8.100000e-03	9.435181e-01
1200	20	9.000000e-02	8.100000e-03	9.435181e-01
1200	 2	1.000000e-01	1.000000e-02	4.165788e-01
1200	 4	1.000000e-01	1.000000e-02	9.161469e-01
1200	 6	1.000000e-01	1.000000e-02	9.326183e-01
1200	 8	1.000000e-01	1.000000e-02	9.324695e-01
1200	10	1.000000e-01	1.000000e-02	9.324671e-01
1200	12	1.000000e-01	1.000000e-02	9.324670e-01
1200	14	1.000000e-01	1.000000e-02	9.324670e-01
1200	16	1.000000e-01	1.000000e-02	9.324670e-01
1200	18	1.000000e-01	1.000000e-02	9.324670e-01
1200	20	1.000000e-01	1.000000e-02	9.324670e-01
1200	22	1.000000e-01	1.000000e-02	9.324670e-01
1200	24	1.000000e-01	1.000000e-02	9.324670e-01
1200	26	1.000000e-01	1.000000e-02	9.324670e-01
1200	28	1.000000e-01	1.000000e-02	9.324670e-01
1200	30	1.000000e-01	1.000000e-02	9.324670e-01
1200	32	1.000000e-01	1.000000e-02	9.324670e-01
1200	34	1.000000e-01	1.000000e-02	9.324670e-01
1200	36	1.000000e-01	1.000000e-02	9.324670e-01
1200	38	1.000000e-01	1.000000e-02	9.324670e-01
1200	40	1.000000e-01	1.000000e-02	9.324670e-01
1200	20	1.000000e-01	1.000000e-02	9.324670e-01
1200	 2	1.100000e-01	1.210000e-02	4.244624e-01
1200	 4	1.100000e-01	1.210000e-02	9.076497e-01
1200	 6	1.100000e-01	1.210000e-02	9.209746e-01
1200	 8	1.100000e-01	1.210000e-02	9.208443e-01
1200	10	1.100000e-01	1.210000e-02	9.208416e-01
1200	12	1.100000e-01	1.210000e-02	9.208416e-01
1200	14	1.100000e-01	1.210000e-02	9.208417e-01
1200	16	1.100000e-01	1.210000e-02	9.208417e-01
1200	18	1.100000e-01	1.210000e-02	9.208417e-01
1200	20	1.100000e-01	1.210000e-02	9.208417e-01
1200	22	1.100000e-01	1.210000e-02	9.208417e-01
1200	24	1.100000e-01	1.210000e-02	9.208417e-01
1200	26	1.100000e-01	1.210000e-02	9.208417e-01
1200	28	1.100000e-01	1.210000e-02	9.208417e-01
1200	30	1.100000e-01	1.210000e-02	9.208417e-01
1200	32	1.100000e-01	1.210000e-02	9.208417e-01
1200	34	1.100000e-01	1.210000e-02	9.208417e-01
1200	36	1.100000e-01	1.210000e-02	9.208417e-01
1200	38	1.100000e-01	1.210000e-02	9.208417e-01
1200	40	1.100000e-01	1.210000e-02	9.208417e-01
1200	20	1.100000e-01	1.210000e-02	9.208417e-01
1200	 2	1.200000e-01	1.440000e-02	4.320979e-01
1200	 4	1.200000e-01	1.440000e-02	8.984860e-01
1200	 6	1.200000e-01	1.440000e-02	9.088296e-01
1200	 8	1.200000e-01	1.440000e-02	9.087227e-01
1200	10	1.200000e-01	1.440000e-02	9.087197e-01
1200	12	1.200000e-01	1.440000e-02	9.087197e-01
1200	14	1.200000e-01	1.440000e-02	9.087197e-01
1200	16	1.200000e-01	1.440000e-02	9.087197e-01
1200	18	1.200000e-01	1.440000e-02	9.087197e-01
1200	20	1.200000e-01	1.440000e-02	9.087197e-01
1200	22	1.200000e-01	1.440000e-02	9.087197e-01
1200	24	1.200000e-01	1.440000e-02	9.087197e-01
1200	26	1.200000e-01	1.440000e-02	9.087197e-01
1200	28	1.200000e-01	1.440000e-02	9.087197e-01
1200	30	1.200000e-01	1.440000e-02	9.087197e-01
1200	32	1.200000e-01	1.440000e-02	9.087197e-01
1200	34	1.200000e-01	1.440000e-02	9.087197e-01
1200	36	1.200000e-01	1.440000e-02	9.087197e-01
1200	38	1.200000e-01	1.440000e-02	9.087197e-01
1200	40	1.200000e-01	1.440000e-02	9.087197e-01
1200	20	1.200000e-01	1.440000e-02	9.087197e-01
1200	 2	1.300000e-01	1.690000e-02	4.394094e-01
1200	 4	1.300000e-01	1.690000e-02	8.887148e-01
1200	 6	1.300000e-01	1.690000e-02	8.962584e-01
1200	 8	1.300000e-01	1.690000e-02	8.961782e-01
1200	10	1.300000e-01	1.690000e-02	8.961752e-01
1200	12	1.300000e-01	1.690000e-02	8.961751e-01
1200	14	1.300000e-01	1.690000e-02	8.961751e-01
1200	16	1.300000e-01	1.690000e-02	8.961751e-01
1200	18	1.300000e-01	1.690000e-02	8.961751e-01
1200	20	1.300000e-01	1.690000e-02	8.961751e-01
1200	22	1.300000e-01	1.690000e-02	8.961751e-01
1200	24	1.300000e-01	1.690000e-02	8.961751e-01
1200	26	1.300000e-01	1.690000e-02	8.961751e-01
1200	28	1.300000e-01	1.690000e-02	8.961751e-01
1200	30	1.300000e-01	1.690000e-02	8.961751e-01
1200	32	1.300000e-01	1.690000e-02	8.961751e-01
1200	34	1.300000e-01	1.690000e-02	8.961751e-01
1200	36	1.300000e-01	1.690000e-02	8.961751e-01
1200	38	1.300000e-01	1.690000e-02	8.961751e-01
1200	40	1.300000e-01	1.690000e-02	8.961751e-01
1200	20	1.300000e-01	1.690000e-02	8.961751e-01
1200	 2	1.400000e-01	1.960000e-02	4.463352e-01
1200	 4	1.400000e-01	1.960000e-02	8.783936e-01
1200	 6	1.400000e-01	1.960000e-02	8.833299e-01
1200	 8	1.400000e-01	1.960000e-02	8.832777e-01
1200	10	1.400000e-01	1.960000e-02	8.832748e-01
1200	12	1.400000e-01	1.960000e-02	8.832748e-01
1200	14	1.400000e-01	1.960000e-02	8.832748e-01
1200	16	1.400000e-01	1.960000e-02	8.832747e-01
1200	18	1.400000e-01	1.960000e-02	8.832747e-01
1200	20	1.400000e-01	1.960000e-02	8.832747e-01
1200	22	1.400000e-01	1.960000e-02	8.832747e-01
1200	24	1.400000e-01	1.960000e-02	8.832747e-01
1200	26	1.400000e-01	1.960000e-02	8.832747e-01
1200	28	1.400000e-01	1.960000e-02	8.832747e-01
1200	30	1.400000e-01	1.960000e-02	8.832747e-01
1200	32	1.400000e-01	1.960000e-02	8.832747e-01
1200	34	1.400000e-01	1.960000e-02	8.832747e-01
1200	36	1.400000e-01	1.960000e-02	8.832747e-01
1200	38	1.400000e-01	1.960000e-02	8.832747e-01
1200	40	1.400000e-01	1.960000e-02	8.832747e-01
1200	20	1.400000e-01	1.960000e-02	8.832747e-01
1200	 2	1.500000e-01	2.250000e-02	4.528270e-01
1200	 4	1.500000e-01	2.250000e-02	8.675761e-01
1200	 6	1.500000e-01	2.250000e-02	8.701042e-01
1200	 8	1.500000e-01	2.250000e-02	8.700807e-01
1200	10	1.500000e-01	2.250000e-02	8.700778e-01
1200	12	1.500000e-01	2.250000e-02	8.700778e-01
1200	14	1.500000e-01	2.250000e-02	8.700778e-01
1200	16	1.500000e-01	2.250000e-02	8.700778e-01
1200	18	1.500000e-01	2.250000e-02	8.700778e-01
1200	20	1.500000e-01	2.250000e-02	8.700777e-01
1200	22	1.500000e-01	2.250000e-02	8.700777e-01
1200	24	1.500000e-01	2.250000e-02	8.700777e-01
1200	26	1.500000e-01	2.250000e-02	8.700777e-01
1200	28	1.500000e-01	2.250000e-02	8.700777e-01
1200	30	1.500000e-01	2.250000e-02	8.700777e-01
1200	32	1.500000e-01	2.250000e-02	8.700777e-01
1200	34	1.500000e-01	2.250000e-02	8.700777e-01
1200	36	1.500000e-01	2.250000e-02	8.700777e-01
1200	38	1.500000e-01	2.250000e-02	8.700777e-01
1200	40	1.500000e-01	2.250000e-02	8.700777e-01
1200	20	1.500000e-01	2.250000e-02	8.700777e-01
1200	 2	1.600000e-01	2.560000e-02	4.588480e-01
1200	 4	1.600000e-01	2.560000e-02	8.563150e-01
1200	 6	1.600000e-01	2.560000e-02	8.566349e-01
1200	 8	1.600000e-01	2.560000e-02	8.566404e-01
1200	10	1.600000e-01	2.560000e-02	8.566376e-01
1200	12	1.600000e-01	2.560000e-02	8.566375e-01
1200	14	1.600000e-01	2.560000e-02	8.566375e-01
1200	16	1.600000e-01	2.560000e-02	8.566375e-01
1200	18	1.600000e-01	2.560000e-02	8.566375e-01
1200	20	1.600000e-01	2.560000e-02	8.566375e-01
1200	22	1.600000e-01	2.560000e-02	8.566375e-01
1200	24	1.600000e-01	2.560000e-02	8.566375e-01
1200	26	1.600000e-01	2.560000e-02	8.566375e-01
1200	28	1.600000e-01	2.560000e-02	8.566375e-01
1200	30	1.600000e-01	2.560000e-02	8.566375e-01
1200	32	1.600000e-01	2.560000e-02	8.566375e-01
1200	34	1.600000e-01	2.560000e-02	8.566375e-01
1200	36	1.600000e-01	2.560000e-02	8.566375e-01
1200	38	1.600000e-01	2.560000e-02	8.566375e-01
1200	40	1.600000e-01	2.560000e-02	8.566375e-01
1200	20	1.600000e-01	2.560000e-02	8.566375e-01
1200	 2	1.700000e-01	2.890000e-02	4.643712e-01
1200	 4	1.700000e-01	2.890000e-02	8.446635e-01
1200	 6	1.700000e-01	2.890000e-02	8.429723e-01
1200	 8	1.700000e-01	2.890000e-02	8.430063e-01
1200	10	1.700000e-01	2.890000e-02	8.430040e-01
1200	12	1.700000e-01	2.890000e-02	8.430036e-01
1200	14	1.700000e-01	2.890000e-02	8.430037e-01
1200	16	1.700000e-01	2.890000e-02	8.430036e-01
1200	18	1.700000e-01	2.890000e-02	8.430036e-01
1200	20	1.700000e-01	2.890000e-02	8.430036e-01
1200	22	1.700000e-01	2.890000e-02	8.430036e-01
1200	24	1.700000e-01	2.890000e-02	8.430036e-01
1200	26	1.700000e-01	2.890000e-02	8.430036e-01
1200	28	1.700000e-01	2.890000e-02	8.430036e-01
1200	30	1.700000e-01	2.890000e-02	8.430036e-01
1200	32	1.700000e-01	2.890000e-02	8.430036e-01
1200	34	1.700000e-01	2.890000e-02	8.430036e-01
1200	36	1.700000e-01	2.890000e-02	8.430036e-01
1200	38	1.700000e-01	2.890000e-02	8.430036e-01
1200	40	1.700000e-01	2.890000e-02	8.430036e-01
1200	20	1.700000e-01	2.890000e-02	8.430036e-01
1200	 2	1.800000e-01	3.240000e-02	4.693782e-01
1200	 4	1.800000e-01	3.240000e-02	8.326737e-01
1200	 6	1.800000e-01	3.240000e-02	8.291637e-01
1200	 8	1.800000e-01	3.240000e-02	8.292247e-01
1200	10	1.800000e-01	3.240000e-02	8.292228e-01
1200	12	1.800000e-01	3.240000e-02	8.292224e-01
1200	14	1.800000e-01	3.240000e-02	8.292224e-01
1200	16	1.800000e-01	3.240000e-02	8.292223e-01
1200	18	1.800000e-01	3.240000e-02	8.292223e-01
1200	20	1.800000e-01	3.240000e-02	8.292223e-01
1200	22	1.800000e-01	3.240000e-02	8.292223e-01
1200	24	1.800000e-01	3.240000e-02	8.292223e-01
1200	26	1.800000e-01	3.240000e-02	8.292223e-01
1200	28	1.800000e-01	3.240000e-02	8.292223e-01
1200	30	1.800000e-01	3.240000e-02	8.292223e-01
1200	32	1.800000e-01	3.240000e-02	8.292223e-01
1200	34	1.800000e-01	3.240000e-02	8.292223e-01
1200	36	1.800000e-01	3.240000e-02	8.292223e-01
1200	38	1.800000e-01	3.240000e-02	8.292223e-01
1200	40	1.800000e-01	3.240000e-02	8.292223e-01
1200	20	1.800000e-01	3.240000e-02	8.292223e-01
1200	 2	1.900000e-01	3.610000e-02	4.738580e-01
1200	 4	1.900000e-01	3.610000e-02	8.203940e-01
1200	 6	1.900000e-01	3.610000e-02	8.152515e-01
1200	 8	1.900000e-01	3.610000e-02	8.153371e-01
1200	10	1.900000e-01	3.610000e-02	8.153358e-01
1200	12	1.900000e-01	3.610000e-02	8.153353e-01
1200	14	1.900000e-01	3.610000e-02	8.153353e-01
1200	16	1.900000e-01	3.610000e-02	8.153352e-01
1200	18	1.900000e-01	3.610000e-02	8.153352e-01
1200	20	1.900000e-01	3.610000e-02	8.153352e-01
1200	22	1.900000e-01	3.610000e-02	8.153352e-01
1200	24	1.900000e-01	3.610000e-02	8.153352e-01
1200	26	1.900000e-01	3.610000e-02	8.153352e-01
1200	28	1.900000e-01	3.610000e-02	8.153352e-01
1200	30	1.900000e-01	3.610000e-02	8.153352e-01
1200	32	1.900000e-01	3.610000e-02	8.153352e-01
1200	34	1.900000e-01	3.610000e-02	8.153352e-01
1200	36	1.900000e-01	3.610000e-02	8.153352e-01
1200	38	1.900000e-01	3.610000e-02	8.153352e-01
1200	40	1.900000e-01	3.610000e-02	8.153352e-01
1200	20	1.900000e-01	3.610000e-02	8.153352e-01
1200	 2	2.000000e-01	4.000000e-02	4.778058e-01
1200	 4	2.000000e-01	4.000000e-02	8.078692e-01
1200	 6	2.000000e-01	4.000000e-02	8.012725e-01
1200	 8	2.000000e-01	4.000000e-02	8.013803e-01
1200	10	2.000000e-01	4.000000e-02	8.013794e-01
1200	12	2.000000e-01	4.000000e-02	8.013788e-01
1200	14	2.000000e-01	4.000000e-02	8.013788e-01
1200	16	2.000000e-01	4.000000e-02	8.013787e-01
1200	18	2.000000e-01	4.000000e-02	8.013787e-01
1200	20	2.000000e-01	4.000000e-02	8.013787e-01
1200	22	2.000000e-01	4.000000e-02	8.013787e-01
1200	24	2.000000e-01	4.000000e-02	8.013787e-01
1200	26	2.000000e-01	4.000000e-02	8.013787e-01
1200	28	2.000000e-01	4.000000e-02	8.013787e-01
1200	30	2.000000e-01	4.000000e-02	8.013787e-01
1200	32	2.000000e-01	4.000000e-02	8.013787e-01
1200	34	2.000000e-01	4.000000e-02	8.013787e-01
1200	36	2.000000e-01	4.000000e-02	8.013787e-01
1200	38	2.000000e-01	4.000000e-02	8.013787e-01
1200	40	2.000000e-01	4.000000e-02	8.013787e-01
1200	20	2.000000e-01	4.000000e-02	8.013787e-01
1200	 2	2.100000e-01	4.410000e-02	4.812221e-01
1200	 4	2.100000e-01	4.410000e-02	7.951411e-01
1200	 6	2.100000e-01	4.410000e-02	7.872592e-01
1200	 8	2.100000e-01	4.410000e-02	7.873869e-01
1200	10	2.100000e-01	4.410000e-02	7.873864e-01
1200	12	2.100000e-01	4.410000e-02	7.873857e-01
1200	14	2.100000e-01	4.410000e-02	7.873858e-01
1200	16	2.100000e-01	4.410000e-02	7.873857e-01
1200	18	2.100000e-01	4.410000e-02	7.873857e-01
1200	20	2.100000e-01	4.410000e-02	7.873856e-01
1200	22	2.100000e-01	4.410000e-02	7.873856e-01
1200	24	2.100000e-01	4.410000e-02	7.873856e-01
1200	26	2.100000e-01	4.410000e-02	7.873856e-01
1200	28	2.100000e-01	4.410000e-02	7.873856e-01
1200	30	2.100000e-01	4.410000e-02	7.873856e-01
1200	32	2.100000e-01	4.410000e-02	7.873856e-01
1200	34	2.100000e-01	4.410000e-02	7.873856e-01
1200	36	2.100000e-01	4.410000e-02	7.873856e-01
1200	38	2.100000e-01	4.410000e-02	7.873856e-01
1200	40	2.100000e-01	4.410000e-02	7.873856e-01
1200	20	2.100000e-01	4.410000e-02	7.873856e-01
1200	 2	2.200000e-01	4.840000e-02	4.841117e-01
1200	 4	2.200000e-01	4.840000e-02	7.822499e-01
1200	 6	2.200000e-01	4.840000e-02	7.732415e-01
1200	 8	2.200000e-01	4.840000e-02	7.733867e-01
1200	10	2.200000e-01	4.840000e-02	7.733868e-01
1200	12	2.200000e-01	4.840000e-02	7.733859e-01
1200	14	2.200000e-01	4.840000e-02	7.733860e-01
1200	16	2.200000e-01	4.840000e-02	7.733858e-01
1200	18	2.200000e-01	4.840000e-02	7.733858e-01
1200	20	2.200000e-01	4.840000e-02	7.733858e-01
1200	22	2.200000e-01	4.840000e-02	7.733858e-01
1200	24	2.200000e-01	4.840000e-02	7.733858e-01
1200	26	2.200000e-01	4.840000e-02	7.733858e-01
1200	28	2.200000e-01	4.840000e-02	7.733858e-01
1200	30	2.200000e-01	4.840000e-02	7.733858e-01
1200	32	2.200000e-01	4.840000e-02	7.733858e-01
1200	34	2.200000e-01	4.840000e-02	7.733858e-01
1200	36	2.200000e-01	4.840000e-02	7.733858e-01
1200	38	2.200000e-01	4.840000e-02	7.733858e-01
1200	40	2.200000e-01	4.840000e-02	7.733858e-01
1200	20	2.200000e-01	4.840000e-02	7.733858e-01
1200	 2	2.300000e-01	5.290000e-02	4.864834e-01
1200	 4	2.300000e-01	5.290000e-02	7.692333e-01
1200	 6	2.300000e-01	5.290000e-02	7.592471e-01
1200	 8	2.300000e-01	5.290000e-02	7.594071e-01
1200	10	2.300000e-01	5.290000e-02	7.594079e-01
1200	12	2.300000e-01	5.290000e-02	7.594069e-01
